Gene_Name,3groupCMHexact_pvalue,3groupbreslowday_pvalue,Model,3groupcasefreq,3groupctrlfreq,3groupenrichmentdirection,1ifbothdukeandha_showcaseenrichment,4groupCMHexact_pvalue,4groupbreslowday_pvalue,4groupcasefreq,4groupctrlfreq,4groupdirection,CarrierCaseDuke,NonCarrierCaseDuke,CarrierCtrlDuke,NonCarrierCtrlDuke,CarrierCaseStanfordMcGill,NonCarrierCaseStanfordMcGill,CarrierCtrlStanfordMcGill,NonCarrierCtrlStanfordMcGill,CarrierCaseHudsonAlpha,NonCarrierCaseHudsonAlpha,CarrierCtrlHudsonAlpha,NonCarrierCtrlHudsonAlpha,CarrierCaseReplication,NonCarrierCaseReplication,CarrierCtrlReplication,NonCarrierCtrlReplication,CaseFreqDuke,CtrlFreqDuke,CaseFreqStanfordMcGill,CtrlFreqStanfordMcGill,CaseFreqHudsonAlpha,CtrlFreqHudsonAlpha,CaseFreqReplication,CtrlFreqReplication
'IFNAR1',0.719800402,0.530888701,Dom_coding,0.348%,0.468%,ctrl,0,NA,NA,NA,NA,NA,3,1170,18,3996,3,248,6,783,4,1446,6,1596,NA,NA,NA,NA,0.0026,0.0045,0.012,0.0076,0.002758621,0.003745318,NA,NA
'IFNAR2',0.53298577,NA,Dom_LoF,0.000%,0.047%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,1,788,0,1450,1,1601,NA,NA,NA,NA,0,0.0002491,0,0.0013,0,0.00062422,NA,NA
'IFNAR2',0.630579351,0.447133795,Dom_not_benign,0.174%,0.265%,ctrl,0,NA,NA,NA,NA,NA,1,1172,12,4002,1,250,2,787,3,1447,3,1599,NA,NA,NA,NA,0.0008525,0.003,0.004,0.0025,0.002068966,0.001872659,NA,NA
'IFNAR2',0.859965781,0.432072295,Dom_coding,0.383%,0.468%,ctrl,0,NA,NA,NA,NA,NA,4,1169,18,3996,1,250,8,781,6,1444,4,1598,NA,NA,NA,NA,0.0034,0.0045,0.004,0.0101,0.004137931,0.002496879,NA,NA
'IFNAR2',1,NA,Rec_coding,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0,0,NA,NA
'IFNAR2',1,NA,Rec_not_benign,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0,0,NA,NA
'IFNB1',1,NA,Dom_not_benign,0.104%,0.094%,case,0,NA,NA,NA,NA,NA,0,1173,5,4009,0,251,0,789,3,1447,1,1601,NA,NA,NA,NA,0,0.0012,0,0,0.002068966,0.00062422,NA,NA
'IFNB1',0.39427204,0.294088232,Dom_coding,0.104%,0.187%,ctrl,0,NA,NA,NA,NA,NA,0,1173,8,4006,0,251,1,788,3,1447,3,1599,NA,NA,NA,NA,0,0.002,0,0.0013,0.002068966,0.001872659,NA,NA
'IFNE',0.270819648,0.093688844,Dom_not_benign,0.174%,0.062%,case,0,NA,NA,NA,NA,NA,0,1173,3,4011,2,249,0,789,3,1447,1,1601,NA,NA,NA,NA,0,0.0007474,0.008,0,0.002068966,0.00062422,NA,NA
'IFNE',0.355077933,0.061947947,Dom_coding,0.313%,0.219%,case,0,NA,NA,NA,NA,NA,1,1172,11,4003,2,249,2,787,6,1444,1,1601,NA,NA,NA,NA,0.0008525,0.0027,0.008,0.0025,0.004137931,0.00062422,NA,NA
'IFNE',0.607159256,NA,Dom_LoF,0.070%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,2,1448,1,1601,NA,NA,NA,NA,0,0,0,0,0.00137931,0.00062422,NA,NA
'IFNG',0.037325594,NA,Dom_coding,0.000%,0.172%,ctrl,0,NA,NA,NA,NA,NA,0,1173,6,4008,0,251,3,786,0,1450,2,1600,NA,NA,NA,NA,0,0.0015,0,0.0038,0,0.001248439,NA,NA
'IFNG',0.168718011,NA,Dom_not_benign,0.000%,0.094%,ctrl,0,NA,NA,NA,NA,NA,0,1173,4,4010,0,251,0,789,0,1450,2,1600,NA,NA,NA,NA,0,0.0009965,0,0,0,0.001248439,NA,NA
'IFNGR1',0.843218706,0.481826562,Dom_coding,0.383%,0.312%,case,0,NA,NA,NA,NA,NA,3,1170,14,4000,0,251,1,788,8,1442,5,1597,NA,NA,NA,NA,0.0026,0.0035,0,0.0013,0.005517241,0.003121099,NA,NA
'IFNGR1',0.309357401,NA,Dom_LoF,0.000%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,1,788,0,1450,1,1601,NA,NA,NA,NA,0,0.0004983,0,0.0013,0,0.00062422,NA,NA
'IFNGR1',1,0.631091356,Dom_not_benign,0.139%,0.141%,ctrl,0,NA,NA,NA,NA,NA,1,1172,6,4008,0,251,1,788,3,1447,2,1600,NA,NA,NA,NA,0.0008525,0.0015,0,0.0013,0.002068966,0.001248439,NA,NA
'IFNGR2',1,0.825081419,Dom_coding,0.174%,0.172%,case,0,NA,NA,NA,NA,NA,2,1171,6,4008,0,251,1,788,3,1447,4,1598,NA,NA,NA,NA,0.0017,0.0015,0,0.0013,0.002068966,0.002496879,NA,NA
'IFNGR2',0.658931041,0.660798834,Dom_not_benign,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,1,788,1,1449,1,1601,NA,NA,NA,NA,0,0.0004983,0,0.0013,0.000689655,0.00062422,NA,NA
'IFNGR2',1,NA,Rec_coding,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0,0,NA,NA
'IFNK',0.116614754,NA,Dom_coding,0.174%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,5,1445,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0.003448276,0,NA,NA
'IFNK',1,NA,Dom_not_benign,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0,NA,NA
'IFNL1',0.149237157,0.214577969,Dom_coding,0.348%,0.187%,case,0,NA,NA,NA,NA,NA,7,1166,7,4007,0,251,1,788,3,1447,4,1598,NA,NA,NA,NA,0.006,0.0017,0,0.0013,0.002068966,0.002496879,NA,NA
'IFNL1',1,NA,Dom_LoF,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0.000689655,0,NA,NA
'IFNL1',1,0.344227664,Dom_not_benign,0.139%,0.141%,ctrl,0,NA,NA,NA,NA,NA,3,1170,5,4009,0,251,1,788,1,1449,3,1599,NA,NA,NA,NA,0.0026,0.0012,0,0.0013,0.000689655,0.001872659,NA,NA
'IFNL2',0.501076715,NA,Rec_coding,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,0,1450,2,1600,NA,NA,NA,NA,0,0,0,0,0,0.001248439,NA,NA
'IFNL2',1,0.837628475,Dom_coding,0.174%,0.187%,ctrl,0,NA,NA,NA,NA,NA,2,1171,8,4006,0,251,1,788,3,1447,3,1599,NA,NA,NA,NA,0.0017,0.002,0,0.0013,0.002068966,0.001872659,NA,NA
'IFNL2',1,0.848508172,Dom_not_benign,0.139%,0.156%,ctrl,0,NA,NA,NA,NA,NA,2,1171,7,4007,0,251,1,788,2,1448,2,1600,NA,NA,NA,NA,0.0017,0.0017,0,0.0013,0.00137931,0.001248439,NA,NA
'IFNL3',0.316948427,NA,Rec_coding,0.070%,0.047%,case,0,NA,NA,NA,NA,NA,2,1171,3,4011,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0017,0.0007474,0,0,0,0,NA,NA
'IFNL3',0.409058847,0.183754731,Dom_coding,0.209%,0.156%,case,0,NA,NA,NA,NA,NA,5,1168,6,4008,0,251,1,788,1,1449,3,1599,NA,NA,NA,NA,0.0043,0.0015,0,0.0013,0.000689655,0.001872659,NA,NA
'IFNL3',0.719259412,0.865027121,Dom_not_benign,0.070%,0.109%,ctrl,0,NA,NA,NA,NA,NA,1,1172,4,4010,0,251,1,788,1,1449,2,1600,NA,NA,NA,NA,0.0008525,0.0009965,0,0.0013,0.000689655,0.001248439,NA,NA
'IFNLR1',0.639660775,0.576981457,Dom_not_benign,0.278%,0.219%,case,1,NA,NA,NA,NA,NA,3,1170,9,4005,0,251,2,787,5,1445,3,1599,NA,NA,NA,NA,0.0026,0.0022,0,0.0025,0.003448276,0.001872659,NA,NA
'IFNLR1',0.473842838,0.655550138,Dom_coding,0.348%,0.422%,ctrl,0,NA,NA,NA,NA,NA,4,1169,15,3999,0,251,3,786,6,1444,9,1593,NA,NA,NA,NA,0.0034,0.0037,0,0.0038,0.004137931,0.005617978,NA,NA
'IFNW1',0.237558822,0.546442132,Dom_coding,0.313%,0.219%,case,0,NA,NA,NA,NA,NA,6,1167,10,4004,1,250,1,788,2,1448,3,1599,NA,NA,NA,NA,0.0051,0.0025,0.004,0.0013,0.00137931,0.001872659,NA,NA
'IFNW1',0.424495021,NA,Dom_not_benign,0.104%,0.078%,case,1,NA,NA,NA,NA,NA,2,1171,5,4009,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0.0017,0.0012,0,0,0.000689655,0,NA,NA
'IFRD1',0.440330645,0.510315526,Dom_coding,0.278%,0.390%,ctrl,0,NA,NA,NA,NA,NA,3,1170,14,4000,0,251,5,784,5,1445,6,1596,NA,NA,NA,NA,0.0026,0.0035,0,0.0063,0.003448276,0.003745318,NA,NA
'IFRD1',0.626439311,0.296441104,Dom_not_benign,0.174%,0.250%,ctrl,0,NA,NA,NA,NA,NA,3,1170,7,4007,0,251,4,785,2,1448,5,1597,NA,NA,NA,NA,0.0026,0.0017,0,0.0051,0.00137931,0.003121099,NA,NA
'IFRD2',0.116018721,NA,Dom_LoF,0.104%,0.016%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,2,1448,0,1602,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.00137931,0,NA,NA
'IFRD2',0.264348919,NA,Dom_not_benign,0.696%,0.406%,case,0,NA,NA,NA,NA,NA,4,1169,18,3996,0,251,0,789,16,1434,8,1594,NA,NA,NA,NA,0.0034,0.0045,0,0,0.01103448,0.004993758,NA,NA
'IFRD2',0.340941156,NA,Dom_coding,0.696%,0.422%,case,0,NA,NA,NA,NA,NA,4,1169,19,3995,0,251,0,789,16,1434,8,1594,NA,NA,NA,NA,0.0034,0.0047,0,0,0.01103448,0.004993758,NA,NA
'IFRD2',0.264177405,NA,Rec_not_benign,0.000%,0.047%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,0,1450,2,1600,NA,NA,NA,NA,0,0.0002491,0,0,0,0.001248439,NA,NA
'IFRD2',0.709479679,NA,Rec_coding,0.070%,0.094%,ctrl,0,NA,NA,NA,NA,NA,0,1173,4,4010,0,251,0,789,2,1448,2,1600,NA,NA,NA,NA,0,0.0009965,0,0,0.00137931,0.001248439,NA,NA
'IFT122',0.385348405,0.119602375,Dom_coding,1.287%,1.077%,case,0,NA,NA,NA,NA,NA,13,1160,48,3966,5,246,4,785,19,1431,17,1585,NA,NA,NA,NA,0.0111,0.012,0.0199,0.0051,0.01310345,0.01061174,NA,NA
'IFT122',0.414879646,0.784429915,Dom_LoF,0.035%,0.078%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,1,788,1,1449,2,1600,NA,NA,NA,NA,0,0.0004983,0,0.0013,0.000689655,0.001248439,NA,NA
'IFT122',1,0.544570996,Rec_coding,0.070%,0.078%,ctrl,0,NA,NA,NA,NA,NA,1,1172,2,4012,1,250,2,787,0,1450,1,1601,NA,NA,NA,NA,0.0008525,0.0004983,0.004,0.0025,0,0.00062422,NA,NA
'IFT122',1,0.440868697,Rec_not_benign,0.035%,0.078%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,1,250,2,787,0,1450,1,1601,NA,NA,NA,NA,0,0.0004983,0.004,0.0025,0,0.00062422,NA,NA
'IFT140',0.140963927,NA,Rec_not_benign,0.070%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,2,249,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0002491,0.008,0,0,0,NA,NA
'IFT140',0.165494743,NA,Dom_LoF,0.070%,0.234%,ctrl,0,NA,NA,NA,NA,NA,0,1173,13,4001,0,251,0,789,2,1448,2,1600,NA,NA,NA,NA,0,0.0032,0,0,0.00137931,0.001248439,NA,NA
'IFT140',1,0.839768873,Rec_coding,0.278%,0.390%,ctrl,0,NA,NA,NA,NA,NA,4,1169,17,3997,3,248,7,782,1,1449,1,1601,NA,NA,NA,NA,0.0034,0.0042,0.012,0.0089,0.000689655,0.00062422,NA,NA
'IFT172',0.071411027,0.324932995,Dom_coding,1.183%,1.671%,ctrl,0,NA,NA,NA,NA,NA,13,1160,72,3942,3,248,5,784,18,1432,30,1572,NA,NA,NA,NA,0.0111,0.0179,0.012,0.0063,0.01241379,0.01872659,NA,NA
'IFT172',0.155485521,0.374774118,Rec_coding,0.070%,0.203%,ctrl,0,NA,NA,NA,NA,NA,0,1173,9,4005,0,251,1,788,2,1448,3,1599,NA,NA,NA,NA,0,0.0022,0,0.0013,0.00137931,0.001872659,NA,NA
'IFT172',0.352152352,0.880459033,Dom_not_benign,0.661%,0.765%,ctrl,0,NA,NA,NA,NA,NA,7,1166,28,3986,1,250,3,786,11,1439,18,1584,NA,NA,NA,NA,0.006,0.007,0.004,0.0038,0.007586207,0.01123596,NA,NA
'IFT172',0.719259412,0.865027121,Dom_LoF,0.070%,0.109%,ctrl,0,NA,NA,NA,NA,NA,1,1172,4,4010,0,251,1,788,1,1449,2,1600,NA,NA,NA,NA,0.0008525,0.0009965,0,0.0013,0.000689655,0.001248439,NA,NA
'IFT20',0.458806576,0.210249434,Dom_coding,0.139%,0.078%,case,1,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,2,787,3,1447,0,1602,NA,NA,NA,NA,0.0008525,0.0007474,0,0.0025,0.002068966,0,NA,NA
'IFT20',1,0.192066771,Dom_not_benign,0.070%,0.062%,case,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,1,788,2,1448,0,1602,NA,NA,NA,NA,0,0.0007474,0,0.0013,0.00137931,0,NA,NA
'IFT27',0.107121926,NA,Rec_coding,0.104%,0.000%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,3,1447,0,1602,NA,NA,NA,NA,0,0,0,0,0.002068966,0,NA,NA
'IFT27',0.107439811,NA,Dom_LoF,0.070%,0.000%,case,1,NA,NA,NA,NA,NA,1,1172,0,4014,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0,0,0,0.000689655,0,NA,NA
'IFT27',1,0.843224402,Dom_coding,0.209%,0.187%,case,0,NA,NA,NA,NA,NA,2,1171,7,4007,0,251,1,788,4,1446,4,1598,NA,NA,NA,NA,0.0017,0.0017,0,0.0013,0.002758621,0.002496879,NA,NA
'IFT27',1,0.425752215,Dom_not_benign,0.139%,0.125%,case,0,NA,NA,NA,NA,NA,2,1171,3,4011,0,251,1,788,2,1448,4,1598,NA,NA,NA,NA,0.0017,0.0007474,0,0.0013,0.00137931,0.002496879,NA,NA
'IFT43',0.061145606,NA,Dom_LoF,0.139%,0.016%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,3,1447,0,1602,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.002068966,0,NA,NA
'IFT43',0.123941348,0.553864123,Dom_coding,0.418%,0.187%,case,1,NA,NA,NA,NA,NA,5,1168,6,4008,0,251,1,788,7,1443,5,1597,NA,NA,NA,NA,0.0043,0.0015,0,0.0013,0.004827586,0.003121099,NA,NA
'IFT43',0.582199493,0.70113014,Dom_not_benign,0.244%,0.125%,case,1,NA,NA,NA,NA,NA,2,1171,3,4011,0,251,1,788,5,1445,4,1598,NA,NA,NA,NA,0.0017,0.0007474,0,0.0013,0.003448276,0.002496879,NA,NA
'IFT46',0.71622304,0.525707746,Dom_not_benign,0.104%,0.109%,ctrl,1,NA,NA,NA,NA,NA,2,1171,6,4008,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0.0017,0.0015,0,0.0013,0.000689655,0,NA,NA
'IFT46',1,0.734351321,Dom_coding,0.104%,0.156%,ctrl,0,NA,NA,NA,NA,NA,2,1171,7,4007,0,251,2,787,1,1449,1,1601,NA,NA,NA,NA,0.0017,0.0017,0,0.0025,0.000689655,0.00062422,NA,NA
'IFT46',1,NA,Dom_LoF,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0,0,NA,NA
'IFT52',0.608388267,0.316152206,Dom_LoF,0.070%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,1,788,2,1448,0,1602,NA,NA,NA,NA,0,0.0002491,0,0.0013,0.00137931,0,NA,NA
'IFT57',0.672895636,0.501986342,Dom_not_benign,0.278%,0.265%,case,0,NA,NA,NA,NA,NA,2,1171,7,4007,1,250,1,788,5,1445,9,1593,NA,NA,NA,NA,0.0017,0.0017,0.004,0.0013,0.003448276,0.005617978,NA,NA
'IFT57',1,0.976082203,Dom_coding,0.487%,0.406%,case,0,NA,NA,NA,NA,NA,3,1170,12,4002,1,250,3,786,10,1440,11,1591,NA,NA,NA,NA,0.0026,0.003,0.004,0.0038,0.006896552,0.006866417,NA,NA
'IFT57',1,NA,Dom_LoF,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0.00062422,NA,NA
'IFT74',0.12093606,0.339283113,Dom_not_benign,0.487%,0.297%,case,1,NA,NA,NA,NA,NA,5,1168,15,3999,1,250,2,787,8,1442,2,1600,NA,NA,NA,NA,0.0043,0.0037,0.004,0.0025,0.005517241,0.001248439,NA,NA
'IFT74',0.584702462,0.497115228,Dom_coding,0.835%,0.640%,case,0,NA,NA,NA,NA,NA,9,1164,24,3990,2,249,2,787,13,1437,15,1587,NA,NA,NA,NA,0.0077,0.006,0.008,0.0025,0.008965517,0.009363296,NA,NA
'IFT74',0.676172848,0.175574556,Dom_LoF,0.035%,0.094%,ctrl,0,NA,NA,NA,NA,NA,0,1173,5,4009,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0,0.0012,0,0.0013,0.000689655,0,NA,NA
'IFT74',1,0.448876751,Rec_coding,0.070%,0.078%,ctrl,0,NA,NA,NA,NA,NA,1,1172,3,4011,1,250,1,788,0,1450,1,1601,NA,NA,NA,NA,0.0008525,0.0007474,0.004,0.0013,0,0.00062422,NA,NA
'IFT74',1,NA,Rec_not_benign,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0,0,NA,NA
'IFT80',0.096295747,0.613341596,Dom_coding,0.313%,0.562%,ctrl,0,NA,NA,NA,NA,NA,4,1169,20,3994,0,251,4,785,5,1445,12,1590,NA,NA,NA,NA,0.0034,0.005,0,0.0051,0.003448276,0.007490637,NA,NA
'IFT80',0.168593063,0.269618775,Dom_not_benign,0.139%,0.312%,ctrl,0,NA,NA,NA,NA,NA,3,1170,11,4003,0,251,2,787,1,1449,7,1595,NA,NA,NA,NA,0.0026,0.0027,0,0.0025,0.000689655,0.004369538,NA,NA
'IFT80',1,NA,Dom_LoF,0.070%,0.078%,ctrl,0,NA,NA,NA,NA,NA,2,1171,4,4010,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0.0017,0.0009965,0,0,0,0.00062422,NA,NA
'IFT80',1,NA,Rec_coding,0.035%,0.094%,ctrl,0,NA,NA,NA,NA,NA,0,1173,6,4008,1,250,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0015,0.004,0,0,0,NA,NA
'IFT80',1,NA,Rec_not_benign,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0,0,NA,NA
'IFT81',0.581757852,0.729635483,Dom_coding,0.452%,0.359%,case,0,NA,NA,NA,NA,NA,5,1168,10,4004,2,249,6,783,6,1444,7,1595,NA,NA,NA,NA,0.0043,0.0025,0.008,0.0076,0.004137931,0.004369538,NA,NA
'IFT81',0.504052549,0.883594494,Dom_not_benign,0.209%,0.281%,ctrl,0,NA,NA,NA,NA,NA,2,1171,9,4005,1,250,3,786,3,1447,6,1596,NA,NA,NA,NA,0.0017,0.0022,0.004,0.0038,0.002068966,0.003745318,NA,NA
'IFT81',0.719460997,NA,Dom_LoF,0.070%,0.109%,ctrl,0,NA,NA,NA,NA,NA,1,1172,5,4009,0,251,0,789,1,1449,2,1600,NA,NA,NA,NA,0.0008525,0.0012,0,0,0.000689655,0.001248439,NA,NA
'IFT88',0.371385048,0.11119529,Rec_coding,0.104%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,2,4012,2,249,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0.0004983,0.008,0,0.000689655,0.00062422,NA,NA
'IFT88',0.065209134,0.081717679,Dom_not_benign,0.244%,0.422%,ctrl,0,NA,NA,NA,NA,NA,0,1173,12,4002,2,249,3,786,5,1445,12,1590,NA,NA,NA,NA,0,0.003,0.008,0.0038,0.003448276,0.007490637,NA,NA
'IFT88',0.311146789,NA,Dom_LoF,0.000%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0,0.0007474,0,0,0,0.00062422,NA,NA
'IGBP1',0.541464085,0.37647458,Dom_coding,0.174%,0.125%,case,1,NA,NA,NA,NA,NA,2,1171,4,4010,0,251,3,786,3,1447,1,1601,NA,NA,NA,NA,0.0017,0.0009965,0,0.0038,0.002068966,0.00062422,NA,NA
'IGBP1',0.580361961,NA,Rec_coding,0.209%,0.172%,case,0,NA,NA,NA,NA,NA,2,1171,11,4003,0,251,0,789,4,1446,0,1602,NA,NA,NA,NA,0.0017,0.0027,0,0,0.002758621,0,NA,NA
'IGBP1',0.762039482,NA,Rec_not_benign,0.139%,0.141%,ctrl,0,NA,NA,NA,NA,NA,1,1172,9,4005,0,251,0,789,3,1447,0,1602,NA,NA,NA,NA,0.0008525,0.0022,0,0,0.002068966,0,NA,NA
'IGBP1',1,0.198593671,Dom_not_benign,0.035%,0.078%,ctrl,0,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,3,786,0,1450,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0,0.0038,0,0.00062422,NA,NA
'IGDCC3',0.200193168,0.190660579,Rec_not_benign,0.313%,0.156%,case,1,NA,NA,NA,NA,NA,3,1170,6,4008,0,251,3,786,6,1444,1,1601,NA,NA,NA,NA,0.0026,0.0015,0,0.0038,0.004137931,0.00062422,NA,NA
'IGDCC3',0.237247611,0.986126037,Dom_coding,0.974%,0.687%,case,1,NA,NA,NA,NA,NA,11,1162,28,3986,2,249,4,785,15,1435,12,1590,NA,NA,NA,NA,0.0094,0.007,0.008,0.0051,0.01034483,0.007490637,NA,NA
'IGDCC3',0.398215628,0.246656691,Rec_coding,0.383%,0.250%,case,1,NA,NA,NA,NA,NA,3,1170,10,4004,0,251,3,786,8,1442,3,1599,NA,NA,NA,NA,0.0026,0.0025,0,0.0038,0.005517241,0.001872659,NA,NA
'IGDCC3',0.412909863,NA,Dom_LoF,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,1,250,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0002491,0.004,0,0,0,NA,NA
'IGDCC3',0.555630032,0.419602847,Dom_not_benign,0.383%,0.343%,case,0,NA,NA,NA,NA,NA,6,1167,15,3999,2,249,2,787,3,1447,5,1597,NA,NA,NA,NA,0.0051,0.0037,0.008,0.0025,0.002068966,0.003121099,NA,NA
'IGDCC4',0.3458137,0.340300936,Dom_not_benign,0.452%,0.359%,case,1,NA,NA,NA,NA,NA,8,1165,15,3999,0,251,4,785,5,1445,4,1598,NA,NA,NA,NA,0.0068,0.0037,0,0.0051,0.003448276,0.002496879,NA,NA
'IGDCC4',0.414879646,0.784429915,Dom_LoF,0.035%,0.078%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,1,788,1,1449,2,1600,NA,NA,NA,NA,0,0.0004983,0,0.0013,0.000689655,0.001248439,NA,NA
'IGDCC4',0.709272002,0.073664468,Dom_coding,0.800%,0.906%,ctrl,0,NA,NA,NA,NA,NA,13,1160,32,3982,0,251,11,778,10,1440,15,1587,NA,NA,NA,NA,0.0111,0.008,0,0.0139,0.006896552,0.009363296,NA,NA
'IGDCC4',1,NA,Rec_coding,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0007474,0,0,0,0,NA,NA
'IGF1',0.089148197,NA,Dom_coding,0.035%,0.125%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,1,1449,5,1597,NA,NA,NA,NA,0,0.0007474,0,0,0.000689655,0.003121099,NA,NA
'IGF1',0.162769915,NA,Dom_not_benign,0.000%,0.078%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,0,1450,2,1600,NA,NA,NA,NA,0,0.0007474,0,0,0,0.001248439,NA,NA
'IGF1R',0.697497771,0.966018765,Dom_not_benign,0.383%,0.343%,case,1,NA,NA,NA,NA,NA,5,1168,15,3999,1,250,2,787,5,1445,5,1597,NA,NA,NA,NA,0.0043,0.0037,0.004,0.0025,0.003448276,0.003121099,NA,NA
'IGF1R',0.902236603,0.385752265,Dom_coding,0.939%,0.843%,case,0,NA,NA,NA,NA,NA,7,1166,32,3982,4,247,6,783,16,1434,16,1586,NA,NA,NA,NA,0.006,0.008,0.0159,0.0076,0.01103448,0.009987516,NA,NA
'IGF1R',0.314085223,NA,Rec_coding,0.000%,0.078%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,1,788,0,1450,1,1601,NA,NA,NA,NA,0,0.0007474,0,0.0013,0,0.00062422,NA,NA
'IGF2',0.604810063,NA,Dom_not_benign,0.070%,0.031%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.000689655,0.00062422,NA,NA
'IGF2',1,0.635636901,Dom_coding,0.070%,0.047%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,1,788,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0,0.0013,0.000689655,0.00062422,NA,NA
'IGF2BP1',0.812233743,0.133982669,Dom_coding,0.244%,0.234%,case,0,NA,NA,NA,NA,NA,5,1168,7,4007,0,251,4,785,2,1448,4,1598,NA,NA,NA,NA,0.0043,0.0017,0,0.0051,0.00137931,0.002496879,NA,NA
'IGF2BP1',1,0.088725304,Dom_not_benign,0.104%,0.109%,ctrl,0,NA,NA,NA,NA,NA,3,1170,3,4011,0,251,2,787,0,1450,2,1600,NA,NA,NA,NA,0.0026,0.0007474,0,0.0025,0,0.001248439,NA,NA
