gene_left	gene_right	source
RPS2	PAN2	experimental interaction detection
RPS2	NOM1	experimental interaction detection
RPS2	RRP12	experimental interaction detection
RPS2	LRRK2	experimental interaction detection
RPS2	NOL9	experimental interaction detection
RPS2	ANGEL2	experimental interaction detection
RPS2	YOD1	inference
RPS2	LARP1B	experimental interaction detection
RPS2	DIEXF	inference
RPS2	ZSCAN25	experimental interaction detection
RPS2	DHX57	experimental interaction detection
RPS2	ZNF574	experimental interaction detection
RPS2	EIF3M	inference
RPS2	MEPCE	experimental interaction detection
RPS2	ZNF771	experimental interaction detection
RPS2	COPS6	experimental interaction detection
RPS2	DYM	inference
RPS2	MRPL52	experimental interaction detection
RPS2	PABPN1	inference
RPS2	SMG6	inference
RPS2	CAND1	experimental interaction detection
RPS2	WDR75	inference
RPS2	CHERP	experimental interaction detection
RPS2	DHX37	inference
RPS2	GSPT2	inference
RPS2	UBQLNL	inference
RPS2	PELP1	experimental interaction detection
RPS2	NUP93	inference
RPS2	ASCC3	experimental interaction detection
RPS2	KRI1	experimental interaction detection
RPS2	SMG8	inference
RPS2	NGDN	experimental interaction detection
RPS2	DDX55	inference
RPS2	NEDD1	experimental interaction detection
RPS2	WDR36	inference
RPS2	ZCRB1	experimental interaction detection
RPS2	UTP15	inference
RPS2	GTF3C2	experimental interaction detection
RPS2	ZCCHC13	inference
RPS2	SMG7	inference
RPS2	DYRK2	experimental interaction detection
RPS2	KAT2B	inference
RPS2	UPF1	inference
RPS2	RPL3L	inference
RPS2	COPS5	experimental interaction detection
RPS2	EMG1	inference
RPS2	CUL5	experimental interaction detection
RPS2	FBXW7	inference
RPS2	IGSF8	experimental interaction detection
RPS2	UTP4	inference
RPS2	MAGOHB	inference
RPS2	AP2M1	inference
RPS2	TUBGCP3	experimental interaction detection
RPS2	GPRASP2	experimental interaction detection
RPS2	SIRT1	experimental interaction detection
RPS2	RRP36	inference
RPS2	IMP4	inference
RPS2	LTV1	experimental interaction detection
RPS2	DCUN1D1	experimental interaction detection
RPS2	TOE1	experimental interaction detection
RPS2	NAF1	inference
RPS2	ZNF496	experimental interaction detection
RPS2	NGLY1	inference
RPS2	NAP1L5	experimental interaction detection
RPS2	SMG1	inference
RPS2	PURB	experimental interaction detection
RPS2	SECISBP2	inference
RPS2	RNF2	experimental interaction detection
RPS2	EIF3C	inference
RPS2	PRMT1	inference
RPS2	GRWD1	inference
RPS2	TCF25	experimental interaction detection
RPS2	PDCD2L	experimental interaction detection
RPS2	RIOK1	experimental interaction detection
RPS2	LLPH	experimental interaction detection
RPS2	UTP23	experimental interaction detection
RPS2	NOL10	experimental interaction detection
RPS2	RPP25	inference
RPS2	CEP250	experimental interaction detection
RPS2	NOC4L	inference
RPS2	UTP14A	inference
RPS2	RIOK2	inference
RPS2	REPIN1	experimental interaction detection
RPS2	SEC11C	inference
RPS2	NIFK	inference
RPS2	UPF3B	inference
RPS2	LSG1	inference
RPS2	NAT10	experimental interaction detection
RPS2	GABARAPL1	experimental interaction detection
RPS2	DDX47	inference
RPS2	CCDC8	experimental interaction detection
RPS2	SMG9	inference
RPS2	UPF3A	inference
RPS2	GAN	experimental interaction detection
RPS2	MAP1LC3A	experimental interaction detection
RPS2	SENP3	experimental interaction detection
RPS2	ESF1	inference
RPS2	HEATR1	inference
RPS2	RPP21	inference
RPS2	NOL6	inference
RPS2	NOL11	inference
RPS2	UPF2	inference
RPS2	MOV10	experimental interaction detection
RPS2	ACOT13	inference
RPS2	PPAN	experimental interaction detection
RPS2	COPRS	experimental interaction detection
RPS2	UTP3	experimental interaction detection
RPS2	PRMT8	inference
RPS2	SIRT7	experimental interaction detection
RPS2	CTPS2	inference
RPS2	ZNF277	experimental interaction detection
RPS2	UBQLN4	inference
RPS2	PNO1	inference
RPS2	RAD18	experimental interaction detection
RPS2	STAU2	experimental interaction detection
RPS2	POT1	experimental interaction detection
RPS2	DCAF13	inference
RPS2	IMP3	inference
RPS2	DDX18	experimental interaction detection
RPS2	TEX10	experimental interaction detection
RPS2	AATF	experimental interaction detection
RPS2	UTP6	inference
RPS2	RRBP1	inference
RPS2	EIF3K	inference
RPS2	RPS6KB2	experimental interaction detection
RPS2	DUX4	experimental interaction detection
RPS2	ABCF2	inference
RPS2	SRP68	inference
RPS2	UBQLN2	inference
RPS2	HERC5	experimental interaction detection
RPS2	MRTO4	inference
RPS2	AGO2	experimental interaction detection
RPS2	AGO1	experimental interaction detection
RPS2	ABT1	inference
RPS2	NOB1	experimental interaction detection
RPS2	UBQLN1	inference
RPS2	SSR3	inference
RPS2	RPL26L1	experimental interaction detection
RPS2	WDR3	inference
RPS2	SMG5	inference
RPS2	DICER1	experimental interaction detection
RPS2	SRRM2	experimental interaction detection
RPS2	RUVBL2	experimental interaction detection
RPS2	EIF3L	inference
RPS2	RCL1	inference
RPS2	DDX52	inference
RPS2	YBX2	experimental interaction detection
RPS2	NOP58	inference
RPS2	FCF1	experimental interaction detection
RPS2	UTP11	inference
RPS2	RRP7A	inference
RPS2	RPL36	inference
RPS2	NUB1	inference
RPS2	UTP18	inference
RPS2	SRPRB	inference
RPS2	RBM8A	inference
RPS2	SPCS1	inference
RPS2	DDX49	inference
CHN1	RHOQ	inference
CHN1	TGFBR1	experimental interaction detection
CHN1	PPP5C	inference
CHN1	EPHA4	inference
CHN1	ACTB	inference
CHN1	RAC3	inference
CHN1	CDC42	inference
CHN1	RPS3A	experimental interaction detection
CHN1	RHOA	inference
CHN1	RHOB	inference
CHN1	RAC1	inference
CHN1	ACTG1	inference
CHN1	RHOG	inference
CHN1	ACVR1	experimental interaction detection
CHN1	GTF3C1	experimental interaction detection
CHN1	GRIN2A	inference
CHN1	CDK5R2	experimental interaction detection
CHN1	MAPK8IP2	experimental interaction detection
CHN1	CDK5R1	inference
CHN1	RHOH	inference
CHN1	RHOU	inference
CHN1	RHOT2	inference
CHN1	RHOT1	inference
CHN1	RHOV	inference
CHN1	RHOBTB2	inference
CHN1	RHOJ	inference
CHN1	RHOF	inference
CHN1	HEMK1	experimental interaction detection
TCF4	TCF3	experimental interaction detection
TCF4	FAH	experimental interaction detection
TCF4	TAL1	experimental interaction detection
TCF4	EGR1	experimental interaction detection
TCF4	ELK1	inference
TCF4	ATP6V1B2	experimental interaction detection
TCF4	FLNA	experimental interaction detection
TCF4	TAF1	experimental interaction detection
TCF4	NR4A1	experimental interaction detection
TCF4	PSMA1	experimental interaction detection
TCF4	LMO2	inference
TCF4	LMO1	experimental interaction detection
TCF4	DDX6	experimental interaction detection
TCF4	VARS	experimental interaction detection
TCF4	PML	experimental interaction detection
TCF4	AQP1	experimental interaction detection
TCF4	PBLD	experimental interaction detection
TCF4	CPS1	experimental interaction detection
TCF4	CTNNB1	experimental interaction detection
TCF4	FUS	experimental interaction detection
TCF4	CPOX	experimental interaction detection
TCF4	PPARG	experimental interaction detection
TCF4	CDKN1A	experimental interaction detection
TCF4	ID1	experimental interaction detection
TCF4	CDKN2C	experimental interaction detection
TCF4	PTGER3	experimental interaction detection
TCF4	RABIF	experimental interaction detection
TCF4	ID4	experimental interaction detection
TCF4	FASLG	experimental interaction detection
TCF4	PSEN1	experimental interaction detection
TCF4	GSK3B	inference
TCF4	SMCP	experimental interaction detection
TCF4	GNG10	experimental interaction detection
TCF4	ASCL1	experimental interaction detection
TCF4	NOVA1	inference
TCF4	USP11	experimental interaction detection
TCF4	PRKAA2	experimental interaction detection
TCF4	GEM	experimental interaction detection
TCF4	MLLT10	inference
TCF4	MLLT6	experimental interaction detection
TCF4	TCL1A	experimental interaction detection
TCF4	SOX10	inference
TCF4	SOX8	inference
TCF4	CKS1B	experimental interaction detection
TCF4	HAND2	experimental interaction detection
TCF4	LMO4	experimental interaction detection
TCF4	CALM1	experimental interaction detection
TCF4	PPIA	experimental interaction detection
TCF4	SUMO1	experimental interaction detection
TCF4	UBE2I	experimental interaction detection
TCF4	SRSF2	experimental interaction detection
TCF4	OTUD4	experimental interaction detection
TCF4	POU5F1	experimental interaction detection
TCF4	ID2	experimental interaction detection
TCF4	ID3	experimental interaction detection
TCF4	RELA	experimental interaction detection
TCF4	TLE1	experimental interaction detection
TCF4	SRY	inference
TCF4	RUNX1T1	experimental interaction detection
TCF4	SOX4	inference
TCF4	AES	experimental interaction detection
TCF4	GOLGA8F	experimental interaction detection
TCF4	EP300	experimental interaction detection
TCF4	GOLGA8DP	experimental interaction detection
TCF4	MESP2	experimental interaction detection
TCF4	FLII	inference
TCF4	USP4	experimental interaction detection
TCF4	CHAF1A	experimental interaction detection
TCF4	TRIM28	inference
TCF4	CTBP1	experimental interaction detection
TCF4	PIN1	experimental interaction detection
TCF4	EIF4EBP1	experimental interaction detection
TCF4	NEUROD1	experimental interaction detection
TCF4	TDG	experimental interaction detection
TCF4	DGCR6	experimental interaction detection
TCF4	HIC1	experimental interaction detection
TCF4	GSE1	experimental interaction detection
TCF4	MVP	experimental interaction detection
TCF4	CHD4	inference
TCF4	LASP1	experimental interaction detection
TCF4	WTAP	inference
TCF4	TCEA2	experimental interaction detection
TCF4	TWIST1	experimental interaction detection
TCF4	ZNF124	experimental interaction detection
TCF4	TAL2	experimental interaction detection
TCF4	PLEKHN1	experimental interaction detection
TCF4	ZNF326	inference
TCF4	RAB41	experimental interaction detection
TCF4	EFHC1	experimental interaction detection
TCF4	DACT2	inference
TCF4	NOL9	experimental interaction detection
TCF4	SZT2	experimental interaction detection
TCF4	ZC3H13	inference
TCF4	ATAD3C	inference
TCF4	ATAD3B	inference
TCF4	FAM74A4	experimental interaction detection
TCF4	RIF1	inference
TCF4	PPP1R18	experimental interaction detection
TCF4	CDC73	experimental interaction detection
TCF4	KLC3	experimental interaction detection
TCF4	ZDHHC24	experimental interaction detection
TCF4	ASCL4	experimental interaction detection
TCF4	C9orf171	experimental interaction detection
TCF4	BHLHA15	experimental interaction detection
TCF4	PTF1A	experimental interaction detection
TCF4	TCF24	experimental interaction detection
TCF4	MRPL10	experimental interaction detection
TCF4	NEK8	experimental interaction detection
TCF4	LDB1	inference
TCF4	CHD1L	inference
TCF4	NR2C2AP	experimental interaction detection
TCF4	CARM1	inference
TCF4	ARMC8	experimental interaction detection
TCF4	REXO1L1P	experimental interaction detection
TCF4	MSRB3	experimental interaction detection
TCF4	ABI1	experimental interaction detection
TCF4	CMTR1	experimental interaction detection
TCF4	PIAS4	experimental interaction detection
TCF4	MORN4	experimental interaction detection
TCF4	FLAD1	experimental interaction detection
TCF4	NUDT10	experimental interaction detection
TCF4	SMARCC2	experimental interaction detection
TCF4	ZNF417	experimental interaction detection
TCF4	LGALS14	experimental interaction detection
TCF4	SP7	inference
TCF4	DOT1L	inference
TCF4	RNF138	experimental interaction detection
TCF4	TWIST2	experimental interaction detection
TCF4	NEU4	experimental interaction detection
TCF4	PATE1	experimental interaction detection
TCF4	HSD17B8	experimental interaction detection
TCF4	WASF1	experimental interaction detection
TCF4	CREBBP	inference
TCF4	BCL2L2	experimental interaction detection
TCF4	ATOH1	inference
TCF4	NEUROG1	experimental interaction detection
TCF4	ARHGEF1	experimental interaction detection
TCF4	SMARCC1	inference
TCF4	SMARCD2	inference
TCF4	SMARCE1	experimental interaction detection
TCF4	PSMG2	experimental interaction detection
TCF4	MAGOHB	experimental interaction detection
TCF4	FERMT2	experimental interaction detection
TCF4	LENG1	experimental interaction detection
TCF4	SGF29	experimental interaction detection
TCF4	CYFIP2	experimental interaction detection
TCF4	STAMBPL1	experimental interaction detection
TCF4	SMARCD1	inference
TCF4	SLC39A13	experimental interaction detection
TCF4	MRFAP1L1	experimental interaction detection
TCF4	HEXIM2	experimental interaction detection
TCF4	KLHL32	experimental interaction detection
TCF4	GUCD1	experimental interaction detection
TCF4	RBM14	inference
TCF4	TSSK3	experimental interaction detection
TCF4	FERD3L	experimental interaction detection
TCF4	ZNF587	experimental interaction detection
TCF4	TCF12	experimental interaction detection
TCF4	KCTD14	experimental interaction detection
TCF4	MYBBP1A	inference
TCF4	UTP23	experimental interaction detection
TCF4	SLC4A1AP	experimental interaction detection
TCF4	TAPBPL	experimental interaction detection
TCF4	ASPSCR1	experimental interaction detection
TCF4	NMUR2	experimental interaction detection
TCF4	SPATC1L	experimental interaction detection
TCF4	ANAPC1	experimental interaction detection
TCF4	DEF6	experimental interaction detection
TCF4	SMOC1	experimental interaction detection
TCF4	FAM124B	experimental interaction detection
TCF4	SOX17	inference
TCF4	ARMC7	experimental interaction detection
TCF4	GORASP2	experimental interaction detection
TCF4	NANOG	experimental interaction detection
TCF4	NEK6	experimental interaction detection
TCF4	GOPC	experimental interaction detection
TCF4	CABP5	experimental interaction detection
TCF4	ASCL3	experimental interaction detection
TCF4	TCF7L2	inference
TCF4	DMRT3	experimental interaction detection
TCF4	KMT5A	experimental interaction detection
TCF4	PRDM6	experimental interaction detection
TCF4	GPHN	experimental interaction detection
TCF4	RYDEN	experimental interaction detection
TCF4	ATAD3A	inference
TCF4	RBM28	inference
TCF4	TXNL4B	experimental interaction detection
TCF4	C1orf109	experimental interaction detection
TCF4	ABI2	experimental interaction detection
TCF4	SPG21	experimental interaction detection
TCF4	RNF14	experimental interaction detection
TCF4	HSPB7	experimental interaction detection
TCF4	SEC14L4	experimental interaction detection
TCF4	DAXX	experimental interaction detection
TCF4	NDOR1	experimental interaction detection
TCF4	RSPH14	experimental interaction detection
TCF4	MAD2L2	experimental interaction detection
TCF4	SCOC	experimental interaction detection
TCF4	LNPEP	experimental interaction detection
TCF4	LEF1	experimental interaction detection
TCF4	OSGIN1	experimental interaction detection
TCF4	VPS28	experimental interaction detection
TCF4	TNIK	inference
TCF4	CHIC2	experimental interaction detection
TCF4	TRAPPC2L	experimental interaction detection
TCF4	MYO5B	experimental interaction detection
TCF4	NOVA2	inference
TCF4	TRIM33	experimental interaction detection
TCF4	NCKAP1	experimental interaction detection
TCF4	EPB41L3	experimental interaction detection
TCF4	MEMO1	experimental interaction detection
TCF4	EXOSC1	experimental interaction detection
TCF4	PPIL1	experimental interaction detection
TCF4	NME7	experimental interaction detection
TCF4	GTF3C5	experimental interaction detection
TCF4	TSSC4	experimental interaction detection
TCF4	CHCHD2	experimental interaction detection
TCF4	WASF2	experimental interaction detection
ST6GAL1	MUC1	inference
ST6GAL1	MUC5AC	inference
ST6GAL1	MUC3A	inference
ST6GAL1	MUC2	inference
ST6GAL1	MUC21	inference
ST6GAL1	MUC17	inference
ST6GAL1	MUC6	inference
ST6GAL1	MUC19	inference
ST6GAL1	MUC20	inference
ST6GAL1	MUC15	inference
ST6GAL1	MUC7	inference
ST6GAL1	MUC16	inference
ST6GAL1	MUCL1	inference
ST6GAL1	MUC4	inference
ST6GAL1	MUC3B	inference
ST6GAL1	MUC13	inference
ST6GAL1	MUC5B	inference
ST6GAL1	MUC12	inference
RAG1	NCK1	experimental interaction detection
RAG1	PLCG1	experimental interaction detection
RAG1	NFKB1	inference
RAG1	HMGB2	experimental interaction detection
RAG1	CRK	experimental interaction detection
RAG1	CDC34	inference
RAG1	UBE2D1	experimental interaction detection
RAG1	UBE2E1	inference
RAG1	KPNA2	experimental interaction detection
RAG1	KPNA1	experimental interaction detection
RAG1	RAG2	experimental interaction detection
RAG1	UBE2H	experimental interaction detection
RAG1	HIST1H4A	experimental interaction detection
RAG1	UBE2D2	experimental interaction detection
RAG1	RBX1	experimental interaction detection
RAG1	HIST1H3A	experimental interaction detection
RAG1	RUNX1	experimental interaction detection
RAG1	RELA	inference
RAG1	REL	inference
RAG1	FKBP5	experimental interaction detection
RAG1	CUL4A	experimental interaction detection
RAG1	MDC1	experimental interaction detection
RAG1	PTGES3	experimental interaction detection
RAG1	SF3A2	inference
RAG1	DDB1	experimental interaction detection
RAG1	HIST3H3	experimental interaction detection
RAG1	HIST2H2AC	experimental interaction detection
RAG1	HIST2H2BE	experimental interaction detection
RAG1	GFI1B	inference
RAG1	NUDCD3	experimental interaction detection
RAG1	GFI1	inference
RAG1	CACYBP	experimental interaction detection
RAG1	NUDC	experimental interaction detection
RAG1	VPRBP	experimental interaction detection
RAG1	GMEB1	inference
TCF3	GATA1	inference
TCF3	H2AFX	inference
TCF3	CKMT2	inference
TCF3	TAL1	experimental interaction detection
TCF3	PRKACA	experimental interaction detection
TCF3	DDX5	inference
TCF3	SON	experimental interaction detection
TCF3	NCL	inference
TCF3	HIST1H2AD	inference
TCF3	FBL	experimental interaction detection
TCF3	USF1	experimental interaction detection
TCF3	UQCRC2	experimental interaction detection
TCF3	RPS3	inference
TCF3	MYF6	experimental interaction detection
TCF3	GATA2	experimental interaction detection
TCF3	GATA3	inference
TCF3	EEF1B2	inference
TCF3	YY1	experimental interaction detection
TCF3	LMO2	inference
TCF3	DNMT1	experimental interaction detection
TCF3	RPL13	experimental interaction detection
TCF3	YWHAQ	inference
TCF3	RPA1	inference
TCF3	CANX	experimental interaction detection
TCF3	CASP14	experimental interaction detection
TCF3	SFN	inference
TCF3	STIP1	inference
TCF3	CIITA	inference
TCF3	CTNNB1	experimental interaction detection
TCF3	FUS	experimental interaction detection
TCF3	RPL4	inference
TCF3	BRCA1	inference
TCF3	RFC3	inference
TCF3	ID1	experimental interaction detection
TCF3	ELK3	experimental interaction detection
TCF3	RPL27A	inference
TCF3	ID4	experimental interaction detection
TCF3	LGALS7	experimental interaction detection
TCF3	SOX2	experimental interaction detection
TCF3	MAPKAPK2	experimental interaction detection
TCF3	SERPINH1	experimental interaction detection
TCF3	PDLIM4	inference
TCF3	ASCL1	experimental interaction detection
TCF3	RPL14	experimental interaction detection
TCF3	RORC	inference
TCF3	SMARCA4	experimental interaction detection
TCF3	MAPK12	inference
TCF3	SUB1	inference
TCF3	ALDH18A1	experimental interaction detection
TCF3	PSMD4	experimental interaction detection
TCF3	EIF4A1	inference
TCF3	UBE2N	inference
TCF3	MAX	experimental interaction detection
TCF3	PSME3	inference
TCF3	HAND2	experimental interaction detection
TCF3	RPL37	experimental interaction detection
TCF3	CALM1	experimental interaction detection
TCF3	RPS13	experimental interaction detection
TCF3	RPL7A	inference
TCF3	RPL23A	experimental interaction detection
TCF3	HIST1H4A	inference
TCF3	RPL31	experimental interaction detection
TCF3	SKP1	inference
TCF3	EIF5A	experimental interaction detection
TCF3	UBE2I	experimental interaction detection
TCF3	CCT2	experimental interaction detection
TCF3	SSBP2	inference
TCF3	RPL24	experimental interaction detection
TCF3	RPL36A	experimental interaction detection
TCF3	PKD1	inference
TCF3	RUNX1	experimental interaction detection
TCF3	TFAP4	inference
TCF3	MEF2A	inference
TCF3	ID2	experimental interaction detection
TCF3	ID3	experimental interaction detection
TCF3	NHLH1	experimental interaction detection
TCF3	NHLH2	experimental interaction detection
TCF3	TLE1	experimental interaction detection
TCF3	SSBP1	experimental interaction detection
TCF3	EEF1A2	experimental interaction detection
TCF3	MEF2C	inference
TCF3	RUNX1T1	experimental interaction detection
TCF3	C1QBP	experimental interaction detection
TCF3	TFF3	experimental interaction detection
TCF3	SRSF1	inference
TCF3	RBBP4	inference
TCF3	EP300	experimental interaction detection
TCF3	MESP2	experimental interaction detection
TCF3	TCF15	inference
TCF3	CHD3	inference
TCF3	SF3A3	experimental interaction detection
TCF3	ELAVL2	inference
TCF3	PAK2	inference
TCF3	PSMD2	inference
TCF3	ERCC8	inference
TCF3	SKP2	experimental interaction detection
TCF3	MRPL49	experimental interaction detection
TCF3	OLIG2	inference
TCF3	HDAC1	inference
TCF3	NEUROD1	experimental interaction detection
TCF3	PKD2	inference
TCF3	EIF4A2	inference
TCF3	RBM39	experimental interaction detection
TCF3	NEDD9	experimental interaction detection
TCF3	GSE1	experimental interaction detection
TCF3	LBR	experimental interaction detection
TCF3	CHD4	inference
TCF3	NCAPD2	inference
TCF3	PON2	experimental interaction detection
TCF3	STK38	experimental interaction detection
TCF3	NONO	inference
TCF3	PCBP1	experimental interaction detection
TCF3	SF3B3	inference
TCF3	SAFB	experimental interaction detection
TCF3	TRIP4	inference
TCF3	TWIST1	experimental interaction detection
TCF3	ELAVL1	experimental interaction detection
TCF3	MAPK11	inference
TCF3	MAPK14	inference
TCF3	MRPL23	experimental interaction detection
TCF3	RBBP7	inference
TCF3	MAPKAPK3	experimental interaction detection
TCF3	HIST2H2AC	inference
TCF3	IMMT	experimental interaction detection
TCF3	RFX4	inference
TCF3	TIMM50	experimental interaction detection
TCF3	SOWAHC	inference
TCF3	TAF1B	inference
TCF3	FLG2	experimental interaction detection
TCF3	UBE2NL	inference
TCF3	DACT2	inference
TCF3	ZDHHC20	inference
TCF3	HIST2H2AA3	inference
TCF3	RALGAPA1	inference
TCF3	JADE1	inference
TCF3	TET2	experimental interaction detection
TCF3	PRPF8	experimental interaction detection
TCF3	BCOR	experimental interaction detection
TCF3	HIST3H2A	inference
TCF3	BHLHA15	experimental interaction detection
TCF3	PTF1A	experimental interaction detection
TCF3	TCF24	experimental interaction detection
TCF3	SCX	experimental interaction detection
TCF3	LDB1	experimental interaction detection
TCF3	HIST2H2AB	inference
TCF3	FOXP4	inference
TCF3	DNAJC10	experimental interaction detection
TCF3	INO80E	experimental interaction detection
TCF3	KIF18A	experimental interaction detection
TCF3	OLIG1	inference
TCF3	LMX1A	experimental interaction detection
TCF3	PHLDA1	inference
TCF3	TWIST2	inference
TCF3	PRPF31	inference
TCF3	HDAC2	experimental interaction detection
TCF3	CREBBP	experimental interaction detection
TCF3	TAF15	inference
TCF3	KAT2A	experimental interaction detection
TCF3	KAT2B	experimental interaction detection
TCF3	DDX17	experimental interaction detection
TCF3	ATOH1	inference
TCF3	HIST1H2AC	inference
TCF3	ATP2A3	experimental interaction detection
TCF3	SMARCE1	inference
TCF3	CERS2	inference
TCF3	HIST1H2AH	inference
TCF3	ZDHHC15	inference
TCF3	ASB2	experimental interaction detection
TCF3	HIST1H2AA	inference
TCF3	FERD3L	inference
TCF3	ATOH8	experimental interaction detection
TCF3	SIN3A	experimental interaction detection
TCF3	RUFY1	experimental interaction detection
TCF3	TCF12	experimental interaction detection
TCF3	PARK7	inference
TCF3	TSC22D3	inference
TCF3	GFI1	inference
TCF3	HIST1H2AJ	inference
TCF3	NCAPG	inference
TCF3	H2AFJ	inference
TCF3	PAPOLG	inference
TCF3	SSBP3	inference
TCF3	PBX4	inference
TCF3	MRPL37	experimental interaction detection
TCF3	FOXP3	inference
TCF3	BHLHE41	inference
TCF3	BCL11B	inference
TCF3	NEUROG2	inference
TCF3	FOXP1	inference
TCF3	ZDHHC6	inference
TCF3	TLE6	inference
TCF3	MRPL44	experimental interaction detection
TCF3	ASCL3	inference
TCF3	KIF13B	inference
TCF3	PAPOLB	inference
TCF3	ZNF277	inference
TCF3	LANCL2	experimental interaction detection
TCF3	CHCHD3	experimental interaction detection
TCF3	MRPL39	experimental interaction detection
TCF3	RAI14	inference
TCF3	RNF14	experimental interaction detection
TCF3	SLC25A10	experimental interaction detection
TCF3	DAXX	experimental interaction detection
TCF3	DDX20	experimental interaction detection
TCF3	BAZ1B	experimental interaction detection
TCF3	ZDHHC2	inference
TCF3	LEF1	inference
TCF3	RCOR1	experimental interaction detection
TCF3	MYH2	inference
TCF3	MYH13	inference
TCF3	STUB1	inference
TCF3	PSMD13	inference
TCF3	TRIM33	experimental interaction detection
TCF3	C14orf166	experimental interaction detection
TCF3	RUVBL2	experimental interaction detection
TCF3	RUVBL1	experimental interaction detection
TCF3	MYH15	inference
TCF3	MED16	inference
TCF3	LSM2	inference
TCF3	TRRAP	experimental interaction detection
TCF3	TCAF1	experimental interaction detection
TCF3	MYH4	inference
TCF3	SPIN1	experimental interaction detection
TCF3	IKBKG	inference
TCF3	IVNS1ABP	inference
DSP	RPA2	experimental interaction detection
DSP	PECAM1	experimental interaction detection
DSP	DES	experimental interaction detection
DSP	DDX5	inference
DSP	FLNA	inference
DSP	TUBG1	experimental interaction detection
DSP	JAK1	experimental interaction detection
DSP	CDK2	experimental interaction detection
DSP	RPA1	experimental interaction detection
DSP	CDH5	experimental interaction detection
DSP	MCM5	experimental interaction detection
DSP	CTNNB1	inference
DSP	RPA3	experimental interaction detection
DSP	MAP3K8	experimental interaction detection
DSP	ABCG1	inference
DSP	MTNR1B	inference
DSP	CENPA	inference
DSP	MCM2	experimental interaction detection
DSP	PSEN1	experimental interaction detection
DSP	VCP	experimental interaction detection
DSP	FOXA3	experimental interaction detection
DSP	CD81	experimental interaction detection
DSP	PTEN	experimental interaction detection
DSP	PPP4C	experimental interaction detection
DSP	GABARAPL2	experimental interaction detection
DSP	EIF4A1	inference
DSP	YWHAZ	experimental interaction detection
DSP	PPP2R2A	experimental interaction detection
DSP	DYNLL1	experimental interaction detection
DSP	HIST1H3A	experimental interaction detection
DSP	PRKDC	inference
DSP	PPP2R2B	experimental interaction detection
DSP	HNRNPU	inference
DSP	MDM2	experimental interaction detection
DSP	RELB	experimental interaction detection
DSP	PRKCE	experimental interaction detection
DSP	DSC2	experimental interaction detection
DSP	DSC1	experimental interaction detection
DSP	RBBP4	inference
DSP	TARDBP	experimental interaction detection
DSP	TUBB3	experimental interaction detection
DSP	SNW1	experimental interaction detection
DSP	CUL2	experimental interaction detection
DSP	CUL3	experimental interaction detection
DSP	PKP1	experimental interaction detection
DSP	IKBKE	experimental interaction detection
DSP	BECN1	experimental interaction detection
DSP	CUL7	experimental interaction detection
DSP	IQCB1	experimental interaction detection
DSP	PCM1	experimental interaction detection
DSP	NFKBIB	experimental interaction detection
DSP	MAPRE1	experimental interaction detection
DSP	NEDD8	experimental interaction detection
DSP	RBBP7	inference
DSP	FLG2	inference
DSP	RPGRIP1L	inference
DSP	SASS6	inference
DSP	CEP128	experimental interaction detection
DSP	TUBA1A	experimental interaction detection
DSP	HEATR3	experimental interaction detection
DSP	CNTRL	experimental interaction detection
DSP	CAND1	experimental interaction detection
DSP	CNTROB	experimental interaction detection
DSP	AHI1	experimental interaction detection
DSP	SIRT6	experimental interaction detection
DSP	HJURP	inference
DSP	LMO7	inference
DSP	ESR2	experimental interaction detection
DSP	DDX17	inference
DSP	COPS5	experimental interaction detection
DSP	FBXO32	inference
DSP	SEC22A	experimental interaction detection
DSP	TRPM7	inference
DSP	CDC5L	experimental interaction detection
DSP	PKP4	experimental interaction detection
DSP	NAP1L4	experimental interaction detection
DSP	PKP2	experimental interaction detection
DSP	UBAC1	experimental interaction detection
DSP	MAP1LC3B	experimental interaction detection
DSP	GABARAPL1	experimental interaction detection
DSP	CCDC8	experimental interaction detection
DSP	MAP1LC3A	experimental interaction detection
DSP	DOCK5	experimental interaction detection
DSP	SIRT7	experimental interaction detection
DSP	WWOX	experimental interaction detection
DSP	CEP72	experimental interaction detection
DSP	WRAP73	experimental interaction detection
DSP	COL17A1	inference
DSP	RUVBL2	inference
DSP	RUVBL1	inference
DSP	INVS	inference
DSP	NINL	experimental interaction detection
DSP	ZBTB1	experimental interaction detection
DSP	PKP3	experimental interaction detection
DSP	TELO2	experimental interaction detection
DSP	UCHL5	experimental interaction detection
DSP	INSIG2	experimental interaction detection
DSP	STK24	experimental interaction detection
RPA2	H2AFX	inference
RPA2	HSPA6	inference
RPA2	CEBPB	inference
RPA2	DDX5	experimental interaction detection
RPA2	ERCC2	inference
RPA2	RPL7	experimental interaction detection
RPA2	LIG1	inference
RPA2	XRCC1	experimental interaction detection
RPA2	NCL	experimental interaction detection
RPA2	POLR2C	inference
RPA2	POLR2E	experimental interaction detection
RPA2	ERCC3	inference
RPA2	CSNK2A2	experimental interaction detection
RPA2	EIF2S2	experimental interaction detection
RPA2	SDS	inference
RPA2	RAB6A	experimental interaction detection
RPA2	MSH3	experimental interaction detection
RPA2	HIST1H2AD	inference
RPA2	LMNB1	inference
RPA2	FLNA	experimental interaction detection
RPA2	FBL	experimental interaction detection
RPA2	HNRNPA2B1	experimental interaction detection
RPA2	CCNO	experimental interaction detection
RPA2	XPA	experimental interaction detection
