Gene_Name	interacting_genes
ABCE1	['RPS3A', 'RPL27', 'RPS7', 'RPS8', 'RPS15A', 'RPS16', 'YWHAE', 'RPL7A', 'RPS4X', 'ACTA2', 'HIST1H2BC', 'RAN', 'RPL10A', 'RPL8', 'SUMO1', 'RACK1', 'ACTG1', 'ACTG2', 'UBE2I', 'CSNK2B', 'ACTC1', 'EEF1A1', 'ACTA1', 'CSNK2A1', 'GTF2B', 'PFKP', 'RPL18A', 'EEF1A2', 'PSMD2', 'MAD2L1', 'PABPC4', 'EIF3I', 'SQSTM1', 'KRR1', 'PWP1', 'CAMK1', 'BOP1', 'EIF3A', 'EIF4A2', 'PDCD11', 'USP10', 'KPNB1', 'PUM3', 'CAMK4', 'HIST2H2BE', 'TSR1', 'PABPC1L', 'PABPC1L2A', 'SUMO4', 'PNCK', 'H2BFWT', 'ATG9A', 'CAMK1D', 'GSPT2', 'UBQLNL', 'XRN1', 'HIST3H2BB', 'KRI1', 'SIDT2', 'RPS4Y2', 'DDX54', 'RPL3L', 'HIST1H2BH', 'HIST1H2BA', 'PABPC5', 'DDX27', 'RPL10L', 'CAMK1G', 'EIF3C', 'CDC6', 'PRMT1', 'HIST1H2BN', 'HIST1H2BM', 'HIST1H2BL', 'PELO', 'NOL10', 'GNL3', 'GTPBP4', 'WDR12', 'LSG1', 'SLC25A31', 'PABPC3', 'HEATR1', 'NOL6', 'RPF2', 'DDX31', 'WDR76', 'PPAN', 'KIF13B', 'PRMT8', 'UBQLN4', 'GNL3L', 'UBQLN2', 'MRTO4', 'ANAPC10', 'UBQLN1', 'SRPK3', 'NOP58', 'NOC2L', 'TRRAP', 'NUB1', 'EIF4E1B', 'EIF3CL', 'SUPT5H', 'PES1', 'GAPDHS', 'KPNA5', 'WDR46', 'DHX15', 'EIF4E2', 'EIF1B', 'HIST1H2BK', 'EIF5B', 'CLUH', 'EED', 'UTP20', 'EIF3G', 'EIF3J', 'PROSC', 'GAPDH', 'SLC25A5', 'EIF2S1', 'RPLP1', 'RPLP0', 'ATP5B', 'EIF4E', 'GPI', 'HIST1H2BJ', 'HSP90AA1', 'PFKM', 'HSP90AB1', 'RPS17', 'DLD', 'HSPA1A', 'HSPA1B', 'TXN', 'HSPD1', 'HSPA8', 'PSKH1', 'PABPC1', 'SLC25A6', 'IMPDH2', 'IDE', 'ATP6V1B1', 'HSPA6', 'DDX5', 'PSMC3', 'RPL7', 'CSNK2A2', 'EIF2S2', 'IMPDH1', 'ATP6V1B2', 'RPS4Y1', 'FECH', 'AHCY', 'HIST1H2BO', 'ATP5A1', 'RPL13', 'RPL10', 'RPL12', 'HIST1H2BB', 'HSPA1L', 'CBS', 'RPL4', 'BRCA1', 'HSPA9', 'RPL3', 'RPL13A', 'EIF1', 'RBM34', 'NOP2', 'PGD', 'KPNA1', 'MRPL12', 'HMGA2', 'HSPA2', 'RAD23B', 'EIF5', 'SUMO3', 'EIF3B', 'EIF6', 'HIST1H2BD', 'ACTB', 'EIF4A1']
ABCF1	['GEMIN5', 'PRPF31', 'NEO1', 'TOE1', 'SNX27', 'KATNB1', 'DDX24', 'XRN2', 'ARGLU1', 'TEX10', 'RRBP1', 'DAXX', 'C19orf53', 'CEP131', 'TBL2', 'LAS1L', 'FHOD1', 'TUBAL3', 'KIF2A', 'CHD1', 'KDM1A', 'GBAS', 'GLS', 'SMC2', 'ANP32D', 'AP2A1', 'LDHA', 'CYB5R3', 'ALDOA', 'ALDOB', 'EIF2S1', 'RPLP0', 'DLD', 'PARP1', 'MTHFD1', 'PFKL', 'RPL7', 'VCAM1', 'EIF2S2', 'NF1', 'FBL', 'SFPQ', 'HMGB2', 'GBP1', 'GBP2', 'CSTF2', 'COPB2', 'ANP32A', 'EIF2S3', 'DCC', 'RANBP1', 'PLA2G4A', 'NASP', 'LIG3', 'RPL8', 'IFI35', 'SRSF3', 'SET', 'RPL6', 'TAP2', 'PRDX1', 'DHX9', 'CD47', 'NMI', 'KEAP1', 'ITPR3', 'SART3', 'PLCB4', 'SLC1A5', 'CWF19L2', 'NOL9', 'INTS3', 'CYB5R2', 'PPP1R18', 'PDXDC1', 'MLKL']
ABCF2	['TRMT112', 'NOTCH3', 'UBQLN1', 'CDC14A', 'RPL26L1', 'STK38L', 'NOP58', 'MRPL11', 'ATP6V0A2', 'ATP6V1D', 'DDX49', 'PSMD14', 'NOP56', 'WDR46', 'DDX3Y', 'DHX15', 'CDC14B', 'USO1', 'DKC1', 'EIF5B', 'DNAJA2', 'CLUH', 'ATP6V1G1', 'ERN1', 'EED', 'IDH1', 'ATP6V1G2', 'HSPA4L', 'HIST1H2AB', 'RPLP2', 'RPLP0', 'HIST1H2AG', 'H2AFB1', 'H2AFB2', 'HSPA1A', 'HSPA1B', 'HSPA8', 'MTHFD1', 'ATP6V1B1', 'RPS2', 'H2AFX', 'HSPA6', 'PSMC3', 'RPL35A', 'RPL7', 'RPL17', 'HIST1H2AD', 'ATP6V1B2', 'ATP6V1C1', 'RPS4Y1', 'RPS3', 'RPL12', 'DNAJA1', 'HSPA1L', 'HSPA4', 'ATP5C1', 'ATP6V1E1', 'RPL4', 'ATP6V1A', 'EIF4A3', 'RPL3', 'RPL13A', 'RPL35', 'NOTCH1', 'RPL27A', 'CSNK1D', 'IDH2', 'RPL14', 'MNAT1', 'MRPL12', 'HMGA2', 'HSPA2', 'RAD23A', 'RAD23B', 'PSMD4', 'EIF6', 'EIF4A1', 'RPS3A', 'RPL26', 'RPL15', 'ATP6V0D1', 'STXBP1', 'RPS15A', 'RPS16', 'RPS14', 'RPS18', 'RPS11', 'RPL7A', 'CNBP', 'RPS4X', 'RPL23A', 'RPL11', 'RPL8', 'RPS21', 'CCT2', 'RPL18A', 'NOTCH2', 'ACACA', 'PSMD2', 'TCIRG1', 'SQSTM1', 'NFYC', 'EIF3A', 'EIF4A2', 'NBR1', 'SMC1A', 'STK38', 'STXBP2', 'HIST2H2AC', 'ATP6V1F', 'HIST2H2AA3', 'HIST3H2A', 'PIWIL3', 'HIST2H2AB', 'ATP6V0D2', 'ATP6V1C2', 'RPS4Y2', 'DNAJA4', 'ZCCHC13', 'HSPH1', 'RPL3L', 'ATP6V0A1', 'HIST1H2AC', 'ATP6V1E2', 'DCPS', 'HIST1H2AH', 'ATP6V1G3', 'HIST1H2AA', 'DNAJC2', 'HIST1H2AJ', 'H2AFJ', 'MOV10L1', 'EIF2A', 'MIS12', 'LSG1', 'NANOG', 'ATP6V0A4', 'ACSS2', 'ACSS1', 'DCAF13']
ABCF3	['NLE1', 'TUBA8', 'EIF2AK4', 'PSMD13', 'SMC3', 'RUVBL2', 'EXOC6B', 'CTDP1', 'GMPPB', 'ARFGEF2', 'ARFGEF1', 'DDX49', 'DNM1L', 'PSMD14', 'AGPAT2', 'PFDN6', 'YKT6', 'NARS', 'DNAJA2', 'CLUH', 'EED', 'GFPT2', 'HSPA4L', 'HMGCR', 'SLC25A5', 'HSP90AA1', 'PFKM', 'HSP90AB1', 'HSPA1A', 'HSPA1B', 'HSPA8', 'SLC25A4', 'SLC25A6', 'HSPA6', 'CTPS1', 'PFKL', 'PSMC3', 'ERCC2', 'MSH3', 'ME2', 'DDX6', 'VARS', 'RPA1', 'POLR2B', 'MAT2A', 'DNAJA1', 'PRDX2', 'MCM5', 'SHMT1', 'SHMT2', 'HSPA1L', 'HSPA4', 'COPB2', 'ATP6V1A', 'CAP2', 'CCT6A', 'PSMC4', 'PSMD8', 'CSNK1D', 'IDH3A', 'CCT8', 'CCT4', 'PSMD7', 'HSPA2', 'PSMD4', 'CSE1L', 'NPEPPS', 'RAB38', 'EIF4A1', 'YWHAG', 'PSMC5', 'HIST1H4A', 'SKP1', 'RACK1', 'EEF1A1', 'TUBA1B', 'TUBA4A', 'HIST1H3A', 'H3F3A', 'MAT1A', 'CAP1', 'EXOSC10', 'PFKP', 'YWHAH', 'EEF1A2', 'GFPT1', 'RAD51', 'ACACA', 'PRDX4', 'TUBA3C', 'EIF4A2', 'USP10', 'SEPT2', 'SEPT7', 'HIST3H3', 'UTP14C', 'DDI2', 'H3F3C', 'TUBA3E', 'WDR82', 'VPS13C', 'HIST2H3A', 'TUBA1A', 'TADA2B', 'DDX51', 'EXOC6', 'IPO4', 'DDI1', 'DNAJA4', 'CCT6B', 'HSPH1', 'GCN1', 'KAT2B', 'TNPO1', 'CNDP1', 'CNDP2', 'VPS13A', 'MMS19', 'HIST1H4G', 'SEPT5', 'AGPAT1', 'UTP14A', 'SLC25A31', 'WDR76', 'POLR1B', 'GPN1', 'SARS2', 'CTPS2']
ABCG1	['CAPZA2', 'DNM2', 'RPS6KA3', 'CAPZA1', 'ACLY', 'COPB1', 'GYS2', 'TUBA1B', 'TUBA4A', 'DNM1', 'ACACA', 'PSMD2', 'TUBA3C', 'PKP1', 'EXOSC2', 'DCTN1', 'PCBP1', 'SGO1', 'TUBA3E', 'TUBA1A', 'HUWE1', 'GSPT2', 'NUP93', 'SPATA5', 'TNPO1', 'DDX27', 'WRNIP1', 'ACO2', 'TUBGCP2', 'NAT10', 'VPS11', 'SLC25A22', 'COPG2', 'HECTD1', 'NCKAP1', 'COPG1', 'TARSL2', 'CLIC1', 'DDX3X', 'HGS', 'AP1G1', 'MAP4K4', 'ATP1A1', 'CDK1', 'GYS1', 'JUP', 'GSPT1', 'DSP', 'RRM1', 'TARS', 'STAT3']
ABCG2	['DPM1', 'VPS4B', 'FLOT1', 'UFL1', 'HSP90AA1', 'HSP90AB1', 'TPM1', 'HSPA1A', 'HSPA1B', 'HSPA8', 'HSPA6', 'ATP6V0C', 'HSPA1L', 'MYH9', 'MYH10', 'MYH11', 'HSD17B3', 'RAB5C', 'HSPA2', 'HSD17B7', 'ACTB', 'DAD1', 'TMED2', 'HSDL1', 'HSD17B12', 'TRIM69', 'ORMDL3', 'NAF1', 'ATP6V0B', 'PTPN23', 'CHMP4B', 'WDR76', 'VPS4A']
ABCG4	['LAMP1', 'LAMP2']
ABCG5	['DLG4']
ABHD1	['UBC', 'HSPA1A', 'HSPA1B', 'HSPA8', 'HSPA6', 'PRKACA', 'RCC1', 'PRKACG', 'PRKACB', 'CCT8', 'PRKX', 'HSPA2', 'UBE2G2']
ABHD10	['ARL2BP', 'UNC119B', 'PDE6D', 'UBR5', 'AIFM1', 'UBB', 'YWHAQ', 'YWHAB', 'ARL3', 'YWHAG', 'RPL23', 'RPS27A', 'UBA52', 'YWHAZ', 'YWHAH', 'UNC119', 'C20orf194', 'CFAP36']
ABHD11	['ZCCHC13', 'UPF1', 'MIPEP', 'SPON1', 'NTN3', 'NTN1', 'RPSA', 'HSPA1A', 'HSPA1B', 'TXN', 'HSPA8', 'HSPA6', 'RPL7', 'CDK2', 'HSPA1L', 'HSPA2', 'CNBP']
ABHD13	['HSPH1', 'KATNB1', 'NTN3', 'IMPA2', 'NTN1', 'HSPA4L', 'UBC', 'HSPA1A', 'HSPA1B', 'HSPD1', 'HSPA8', 'HSPA6', 'IMPA1', 'HSPA1L', 'HSPA4', 'HSPA2', 'AP3S2', 'UBE2G2', 'CCT2', 'GPSM2']
ABHD14A	['CEP152', 'ECHS1', 'LGALS3BP', 'SH3GL1', 'SH3GL2', 'SH3GL3']
ABHD14B	['SH3GL1', 'SH3GL2', 'SH3GL3', 'ECHS1']
ABHD16A	['ATP5G1', 'RPS15A', 'ATP5G2', 'RAD54L', 'CSDE1']
ABHD17A	['ZRANB1']
ABHD17B	['ZRANB1']
ABHD17C	['ZRANB1']
ABHD2	['GORASP2']
ABHD5	['PLIN2', 'DLG4']
ABHD6	['UFL1']
ABHD8	['AMBN']
ABI1	['MINK1', 'PREX1', 'ARPC1A', 'SHANK3', 'MYO10', 'DIAPH3', 'MYH2', 'PACSIN2', 'SHANK2', 'CAMK2A', 'DLGAP4', 'MYO1C', 'ARPC1B', 'ARPC2', 'ARPC3', 'ARPC5', 'SYNJ1', 'MYC', 'TPM1', 'ITGA4', 'SLC2A4', 'MAPK3', 'MAPK1', 'GTF2E2', 'PRRC2A', 'NCKAP1L', 'ARPC4', 'ACTB', 'ACTR3', 'ACTR2', 'MAX', 'RAC1', 'ACTG1', 'SHC2', 'RBM3', 'PTPN11', 'SOS2', 'STX4', 'SASS6']
ABI2	['LIMA1', 'WASF3', 'WASL', 'PIK3C2A', 'CDIPT', 'KRT18', 'KRT8', 'TXN', 'LCP1', 'ATP2A2', 'ABL2', 'RAC1', 'DST', 'KHDRBS1', 'EPS8', 'TIMM50', 'NHSL1', 'CASKIN1', 'MYO18A', 'CYFIP2', 'EPS8L2']
ABI3	['NTMT1']
ABL1	['ITGB1', 'FGR', 'ZBTB48', 'GZMB', 'DLAT', 'CDH2', 'CCNA2', 'CDK2', 'CTNNA2', 'AGTR1', 'GPC1', 'CTNNA1', 'PPARG', 'CAP2', 'STAT5A', 'RAD52', 'PXN', 'MAPK12', 'EPHA4', 'NCKAP1L', 'CDH15', 'CDC42', 'RAC1', 'CDK5', 'CAP1', 'CAV1', 'PTPN11', 'KHDRBS1', 'BNIP2', 'DOCK1', 'EEA1', 'TRIP10', 'MAPK11', 'MAPK14', 'FMN1', 'SPOPL', 'ASRGL1', 'CYFIP1', 'DOK3', 'CLASP1', 'ENAH', 'SEMA6D', 'CABLES1', 'BRK1', 'SNX33', 'INPP5D', 'KAT5', 'CYFIP2', 'SNX18', 'FNBP1', 'EYA1', 'PTPN18', 'BOC', 'ANKRA2', 'SEPSECS', 'CISH', 'EPS15L1', 'ANAPC5', 'BAIAP2', 'NCKAP1', 'RAD54L2', 'SNX9', 'WASF2', 'APBB1', 'WASL', 'WIPF1', 'SPOP', 'CLASP2', 'SLIT2', 'PCF11', 'AP2A2']
ABL2	['CRKL', 'DLG4', 'MDM2', 'CAP1', 'CAV1', 'CLASP1', 'DOK1', 'ABI2', 'ROBO1', 'SORBS3', 'CLASP2', 'SLIT2', 'MBP', 'GPC1', 'CAP2']
ABLIM1	['KIF1C', 'FLNB', 'EED', 'TRIO', 'NTN1', 'FYN', 'TPM1', 'SRC', 'NCK1', 'CALML3', 'TMOD1', 'MYH10', 'MYH11', 'MLH1', 'DCC', 'PMS2', 'VBP1', 'RAC1', 'DLG4', 'PTK2', 'DOCK1', 'FLOT2', 'COBLL1', 'TMOD3', 'TMOD2', 'SEPT9', 'CORO1C']
ABLIM2	['TRIO', 'NTN1', 'FYN', 'SRC', 'NCK1', 'MLH1', 'DCC', 'PMS2', 'RAC1', 'PTK2', 'DOCK1']
ABLIM3	['NTN1', 'FYN', 'SRC', 'NCK1', 'MLH1', 'DCC', 'PMS2', 'RAC1', 'PTK2', 'DOCK1', 'TRIO']
ABR	['RHOH', 'RHOU', 'RHOT2', 'RHOT1', 'RHOV', 'ERBIN', 'RHOBTB2', 'RHOJ', 'RHOF', 'RHOD', 'RHOBTB1', 'RHOC', 'RAC2', 'RHOQ', 'RAB38', 'RAC3', 'CDC42', 'RHOA', 'RHOB', 'RAC1', 'DLG4', 'RHOG']
ABRACL	['YWHAG', 'YWHAH']
ABT1	['NOB1', 'DIMT1', 'WDR3', 'DIS3', 'RCL1', 'DDX52', 'NOP58', 'UTP11', 'AK6', 'NOC2L', 'RBM19', 'UTP18', 'RBM8A', 'COPG1', 'DDX49', 'EIF4E1B', 'MPHOSPH10', 'NOP56', 'PSMA7', 'XPO1', 'WDR46', 'DHX15', 'RRP9', 'EIF4E2', 'HIST1H2BK', 'DKC1', 'DNAJA2', 'KHDRBS3', 'UTP20', 'HSPA4L', 'HIST1H2AB', 'RPLP2', 'EIF4E', 'HIST1H2BJ', 'HSP90AA1', 'HSP90AB1', 'SNRNP70', 'HIST1H2AG', 'H2AFB1', 'H2AFB2', 'HSPA1A', 'HSPA1B', 'HSPA5', 'HSPA8', 'PABPC1', 'RPS2', 'H2AFX', 'HSPA6', 'HK1', 'CSNK2A2', 'TBP', 'HIST1H2AD', 'FBL', 'RPS3', 'HIST1H2BO', 'PSMA4', 'MAT2A', 'DNAJA1', 'HIST1H2BB', 'HSPA1L', 'HSPA4', 'GCK', 'HSPA9', 'IGHMBP2', 'RPL3', 'CCT6A', 'EIF2S3', 'RBM34', 'CCT8', 'PAPOLA', 'MVD', 'HSPA2', 'SUMO3', 'EIF3B', 'HIST1H2BD', 'EIF4A1', 'PSMA6', 'SUMO2', 'RPS7', 'PPP1CA', 'PPP1CB', 'RPS11', 'SNRPF', 'HIST1H4A', 'HIST1H2BC', 'RPS24', 'SUMO1', 'RACK1', 'CSNK2B', 'CSNK2A1', 'NOP14', 'MAT1A', 'RPL18A', 'PPAT', 'RPL18', 'TBL3', 'CSTF3', 'DDX10', 'PABPC4', 'KRR1', 'BYSL', 'EIF4A2', 'PDCD11', 'BMS1', 'NAA30', 'PWP2', 'HIST2H2AC', 'HIST2H2BE', 'TSR1', 'GLYR1', 'PABPC1L', 'DNAJC21', 'PABPC1L2A', 'RRP12', 'HIST2H2BF', 'SUMO4', 'HIST2H2AA3', 'HIST3H2A', 'HIST2H2AB', 'DHX37', 'XRN1', 'HIST3H2BB', 'WDR36', 'PSMA8', 'BRIX1', 'UTP15', 'DNAJA4', 'CCT6B', 'HSPH1', 'GCN1', 'RPL3L', 'EMG1', 'HIST1H2AC', 'HIST1H2BH', 'UTP4', 'HIST1H2BA', 'PABPC5', 'IMP4', 'ERO1A', 'HIST1H2AH', 'HIST1H2AA', 'HIST1H4G', 'HIST1H2BN', 'HIST1H2AJ', 'HIST1H2BM', 'HIST1H2BL', 'GINS4', 'NOL10', 'H2AFJ', 'NOC4L', 'TIPIN', 'PAPOLG', 'WDR33', 'NAT10', 'DDX47', 'PABPC3', 'ESF1', 'HEATR1', 'NOL6', 'RPF2', 'WDR76', 'SARS2', 'PAPOLB', 'PNO1', 'DCAF13', 'IMP3', 'DDX18', 'AATF', 'COPG2', 'CPSF3']
ABTB1	['TACO1', 'DNAJB4', 'TLX3', 'DNAJB5', 'RCC1', 'DNAJB1', 'EEF1G', 'TCL1A', 'DNAJB13', 'RBX1', 'EWSR1', 'DMRTC2']
ACAA1	['SLC2A4', 'DNAJA1', 'HSPA4', 'HMGA2', 'PRKAA2', 'WDR5', 'ECH1', 'WDR5B', 'DNAJA4', 'HSPH1', 'PFDN4', 'RAB21', 'DNAJA2', 'HSPA4L', 'HSP90AB1']
ACAA2	['HINT1', 'GDI2', 'GSTO1', 'KCNMA1', 'IQCB1', 'RGN', 'RPGRIP1L', 'ATL3', 'ATL2', 'ATL1', 'HSD17B10', 'TKTL2', 'GSTO2', 'ISYNA1', 'CNTNAP2', 'CALU', 'NPHP4', 'ALDOA', 'ALDOB', 'ENO1', 'ANXA6', 'ENO2', 'DLD', 'SLC2A4', 'UCHL3', 'NME1', 'NME2', 'MSN', 'FKBP2', 'CALR', 'TKT', 'GDI1', 'STIP1', 'MDH2']
ACACA	['PRDX4', 'PSMD2', 'NME3', 'TUBB3', 'HDAC1', 'TUBA3C', 'GNL2', 'TUBB2A', 'CAMK1', 'EIF4A2', 'DMC1', 'TRIP12', 'MELK', 'USP10', 'WDR43', 'MYLK', 'EZH2', 'CAMK4', 'TAF9', 'HIST3H3', 'UGP2', 'TUBB8', 'SLC36A2', 'SLC36A3', 'NOM1', 'RARS2', 'RRAGB', 'RPGRIP1L', 'ATL3', 'H3F3C', 'PNCK', 'TUBA3E', 'DHRS11', 'SLC36A4', 'PAXIP1', 'VPS13C', 'USP51', 'HIST2H3A', 'TUBA1A', 'RRAGA', 'RRM2B', 'SLC36A1', 'HUWE1', 'TMED4', 'ISCA2', 'TMEM173', 'CAMK1D', 'XRN1', 'PGAM4', 'NUP93', 'KRI1', 'ATL2', 'PSMA8', 'DNAJB14', 'IPO4', 'DNAJA4', 'ATL1', 'CCT6B', 'GBF1', 'HSPH1', 'GCN1', 'ARPC1A', 'HDAC2', 'STAM', 'PMM1', 'PEX13', 'ATP6V1E2', 'UPRT', 'DNAJA3', 'SDSL', 'CAMK1G', 'VPS13A', 'MMS19', 'PSMD1', 'HIST1H4G', 'ACO2', 'AGPAT1', 'ARPC5L', 'DOHH', 'TUBB6', 'POLR3C', 'TUBB2B', 'MLST8', 'TMED9', 'POLR1E', 'SRR', 'AICDA', 'SLC25A31', 'DDX47', 'POLR3F', 'TUBB1', 'POLR1B', 'XPO5', 'TAF9B', 'GPN1', 'MID1IP1', 'ACSS2', 'SAR1A', 'CTPS2', 'SMC4', 'OLA1', 'MDN1', 'ACSS1', 'ABCF3', 'POLR3B', 'TUBA8', 'ACTR3B', 'LARS', 'COPG2', 'ABCF2', 'PSMD13', 'USP22', 'SHOC2', 'SMC3', 'RUVBL2', 'RUVBL1', 'VDAC3', 'SSX2IP', 'PIKFYVE', 'POLR1D', 'RPL36', 'POLR3H', 'TNPO3', 'GMPPB', 'COPG1', 'SAR1B', 'TARSL2', 'TUBAL3', 'MYO1F', 'IPO5', 'PSMD14', 'PPP6C', 'NME4', 'POLR3A', 'PSMA7', 'XPO1', 'AGPAT2', 'ARPC1B', 'ARPC2', 'ARPC3', 'POLR1C', 'PFDN6', 'PMM2', 'YKT6', 'ARPC5', 'PSMD3', 'NARS', 'IDH3B', 'ACSL4', 'RANBP6', 'DPM1', 'DNAJA2', 'CLUH', 'TADA2A', 'EED', 'SNRNP200', 'STAM2', 'ALDH1A2', 'GFPT2', 'ACSL3', 'POLR1A', 'HSPA4L', 'ALDH1A1', 'OTC', 'SOD2', 'TUBB4A', 'GAPDH', 'ALDH2', 'SLC25A5', 'ATP5B', 'GPI', 'TUBB', 'BPGM', 'APRT', 'HSP90AA1', 'GALT', 'PFKM', 'HSP90AB1', 'SNRNP70', 'RPSA', 'ENO2', 'DLD', 'HSPA1A', 'HSPA1B', 'HSPD1', 'HSPA5', 'HSPA8', 'PC', 'MTHFD1', 'PSKH1', 'PRPS2', 'SLC25A4', 'SLC25A6', 'EEF2', 'ENO3', 'DARS', 'PGAM2', 'ATP6V1B1', 'NME1', 'HSPA6', 'CTPS1', 'PFKL', 'PSMC3', 'ARF4', 'PGAM1', 'HK1', 'POLR2E', 'SDS', 'ATP6V1B2', 'VDAC1', 'NME2', 'ME2', 'AHCY', 'RRM1', 'ATP5A1', 'TARS', 'VARS', 'EEF1G', 'CAD', 'PRDX3', 'GCH1', 'ALDH1B1', 'POLR2B', 'MAT2A', 'RRM2', 'DNAJA1', 'STIP1', 'PRDX2', 'SHMT1', 'SHMT2', 'HSPA1L', 'HSPA4', 'GCK', 'COPB2', 'PSMC2', 'ATP5C1', 'ATP6V1E1', 'RPL4', 'DLST', 'TALDO1', 'ATP6V1A', 'HSPA9', 'CCT6A', 'MDH2', 'EIF2S3', 'GARS', 'IARS', 'SYK', 'PSMC4', 'ABCG1', 'VDAC2', 'ALDH1A3', 'PSMD8', 'CCT5', 'CSNK1D', 'CCT3', 'PSMB3', 'PSMB2', 'IDH3A', 'HLCS', 'CCT8', 'CCT4', 'IDH3G', 'PSMD7', 'PGD', 'SUCLG1', 'COPA', 'CLTCL1', 'HSPA2', 'PSMD4', 'CSE1L', 'ADK', 'NPEPPS', 'ARPC4', 'ACTB', 'EIF4A1', 'PRPS1', 'ACTR3', 'ACTR2', 'ARF3', 'PSMC5', 'YWHAE', 'RPS14', 'PSMC6', 'PPP2CB', 'ACTA2', 'HIST1H4A', 'RPS24', 'RPL30', 'RPL10A', 'RPL11', 'ACTG1', 'ACTG2', 'PPP2CA', 'ACTC1', 'EEF1A1', 'ACTA1', 'TUBA1B', 'TUBA4A', 'TUBB4B', 'HIST1H3A', 'NOP14', 'CCT2', 'ARF1', 'H3F3A', 'MAT1A', 'CLTC', 'GALK2', 'PFKP', 'EEF1A2', 'GFPT1', 'RPL18', 'PPID', 'VAC14', 'MYO1E']
ACACB	['PRKAB2', 'ZFP36', 'PRKAA2', 'FOXP3', 'MID1IP1', 'PRKAG2']
ACAD10	['HSD17B10', 'MSN']
ACAD8	['TGFBR1', 'NEK2']
ACAD9	['ATAD3A', 'NDUFB11', 'NDUFA12', 'NDUFB9', 'NDUFS8', 'NDUFAB1', 'NDUFA1', 'NDUFS4', 'NDUFB5', 'NDUFB3', 'NDUFC1', 'NDUFA2', 'NDUFS6', 'NDUFB1', 'NDUFB6', 'NDUFA3', 'NDUFB4', 'NDUFB8', 'NDUFB2', 'NDUFA7', 'NDUFC2', 'NDUFA10', 'NDUFB10', 'MT-ND1', 'MT-ND2', 'MT-ND3', 'MT-ND4', 'MT-ND5', 'SLC25A5', 'HSPD1', 'SLC25A4', 'NDUFB7', 'NDUFV2', 'NDUFS1', 'NDUFV1', 'NDUFV3', 'NDUFA6', 'NDUFA5', 'NDUFA9', 'NDUFAF6', 'ATAD3C', 'ATAD3B', 'NDUFAF5', 'NDUFAF7', 'NDUFA11', 'NDUFAF2', 'SLC25A31']
ACADL	['HTT', 'HNRNPK', 'HSD17B10', 'GJA1']
ACADM	['ATP1A3', 'ETFA', 'PRKCSH', 'HSP90B1', 'SLC2A4', 'ATP2A2', 'ARF4', 'RAB6A', 'UQCRC2', 'WARS', 'KDELR1', 'CAD', 'CANX', 'PPP2R1A', 'PPP2R1B', 'TSPO', 'DNAJA1', 'KDELR2', 'PSMC2', 'ATP5C1', 'ATP6V1A', 'DDOST', 'CCT6A', 'SSR2', 'VDAC2', 'FASN', 'CCT3', 'TUFM', 'SARS', 'IDH3A', 'CCT8', 'CCT4', 'RAB5C', 'RAB7A', 'SSR4', 'CLTCL1', 'SEC13', 'TMEM33', 'RAB2A', 'RAB5B', 'RAP2B', 'SEC61A1', 'RAB1A', 'ARF1', 'ARF5', 'SLC25A3', 'CLTC', 'KDSR', 'GFPT1', 'DDX39B', 'CKAP5', 'GALE', 'HSD17B12', 'FAXC', 'LDHAL6A', 'DNAJA4', 'CCT6B', 'ATP2A3', 'ARL8A', 'SUCLG2', 'IPO9', 'HSD17B10', 'CCT7', 'LDHAL6B', 'RAB6C', 'SEC61A2', 'RAB6B', 'TOMM22', 'ARL8B', 'TECR', 'PAK7', 'SUCLA2', 'AASS', 'UQCR10', 'VPS4A', 'SSR3', 'FOXA2', 'RAP2C', 'NFS1', 'DDX39A', 'PIK3C2A', 'KPNA4', 'PIK3C2B', 'ATP2A1', 'SURF4', 'KDELR3', 'CTSV', 'VPS4B', 'RPS6KA5', 'GFPT2', 'AHSA1', 'PAK4', 'LDHA', 'MT-CO2', 'ALDOA', 'RPN1', 'RPN2', 'ALDOB', 'LDHB', 'CTSD', 'CTSL', 'EPRS', 'LDHC', 'RAP2A', 'PDHB']
ACADS	['SEPHS1', 'ZNF830', 'HSD17B10', 'UMPS', 'SLC2A4']
ACADSB	['SARS', 'IDH3G', 'KPNA2', 'KPNA7', 'PIK3C2A', 'PIK3C2B', 'MSN', 'CANX', 'NF2']
ACADVL	['NCBP2', 'ATP5I', 'NDUFA6', 'COX6A2', 'NOTCH2', 'NDUFA5', 'SDHC', 'HSD17B10', 'UQCR10', 'NOTCH3', 'FOXA2', 'SDHD', 'NDUFAB1', 'TRAPPC3', 'NDUFB3', 'NDUFA2', 'NDUFS5', 'ATP5H', 'NDUFA3', 'NDUFB4', 'MT-CO2', 'MT-ATP8', 'ALDOA', 'ALDOB', 'ATP5B', 'COX6C', 'COX5B', 'COX6A1', 'COX4I1', 'CCNB1', 'COX6B1', 'UQCRB', 'ATP5J', 'COX5A', 'SDHB', 'COX7A1', 'ATP5A1', 'NDUFS1', 'ATP5D', 'SDHA', 'UQCRC1', 'PEX19', 'NOTCH1', 'UQCRFS1', 'ATP5O']
