Gene_Name	GO_ID	GO_term
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0005886	plasma membrane
CD247	GO:0016021	integral component of membrane
CD247	GO:0032623	interleukin-2 production
CD247	GO:0038096	fc-gamma receptor signaling pathway involved in phagocytosis
CD247	GO:0042101	t cell receptor complex
CD247	GO:0042101	t cell receptor complex
CD247	GO:0042105	alpha-beta t cell receptor complex
CD247	GO:0042802	identical protein binding
CD247	GO:0042802	identical protein binding
CD247	GO:0042803	protein homodimerization activity
CD247	GO:0042803	protein homodimerization activity
CD247	GO:0042803	protein homodimerization activity
CD247	GO:0050690	regulation of defense response to virus by virus
CD247	GO:0050776	regulation of immune response
CD247	GO:0050852	t cell receptor signaling pathway
CD247	GO:0050852	t cell receptor signaling pathway
CD247	GO:0051289	protein homotetramerization
CD247	GO:0070207	protein homotrimerization
CD247	GO:1990782	protein tyrosine kinase binding
CD247	GO:2000010	positive regulation of protein localization to cell surface
PRPS1L1	GO:0000287	magnesium ion binding
PRPS1L1	GO:0002189	ribose phosphate diphosphokinase complex
PRPS1L1	GO:0004749	ribose phosphate diphosphokinase activity
PRPS1L1	GO:0004749	ribose phosphate diphosphokinase activity
PRPS1L1	GO:0004749	ribose phosphate diphosphokinase activity
PRPS1L1	GO:0005524	atp binding
PRPS1L1	GO:0005524	atp binding
PRPS1L1	GO:0005575	cellular_component
PRPS1L1	GO:0005737	cytoplasm
PRPS1L1	GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process
PRPS1L1	GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process
PRPS1L1	GO:0006164	purine nucleotide biosynthetic process
PRPS1L1	GO:0009116	nucleoside metabolic process
PRPS1L1	GO:0009156	ribonucleoside monophosphate biosynthetic process
PRPS1L1	GO:0009165	nucleotide biosynthetic process
PRPS1L1	GO:0016301	kinase activity
PRPS1L1	GO:0016310	phosphorylation
PRPS1L1	GO:0042803	protein homodimerization activity
CDK11B	GO:0000278	mitotic cell cycle
CDK11B	GO:0001558	regulation of cell growth
CDK11B	GO:0003723	rna binding
CDK11B	GO:0004672	protein kinase activity
CDK11B	GO:0004672	protein kinase activity
CDK11B	GO:0004674	protein serine/threonine kinase activity
CDK11B	GO:0004693	cyclin-dependent protein serine/threonine kinase activity
CDK11B	GO:0005515	protein binding
CDK11B	GO:0005515	protein binding
CDK11B	GO:0005515	protein binding
CDK11B	GO:0005515	protein binding
CDK11B	GO:0005524	atp binding
CDK11B	GO:0005634	nucleus
CDK11B	GO:0005634	nucleus
CDK11B	GO:0005737	cytoplasm
CDK11B	GO:0006355	regulation of transcription, dna-templated
CDK11B	GO:0006468	protein phosphorylation
CDK11B	GO:0006468	protein phosphorylation
CDK11B	GO:0006915	apoptotic process
CDK11B	GO:0008283	cell proliferation
CDK11B	GO:0050684	regulation of mrna processing
CDK11B	GO:0051726	regulation of cell cycle
ENDOU	GO:0003723	rna binding
ENDOU	GO:0004521	endoribonuclease activity
ENDOU	GO:0004521	endoribonuclease activity
ENDOU	GO:0005044	scavenger receptor activity
ENDOU	GO:0005576	extracellular region
ENDOU	GO:0005615	extracellular space
ENDOU	GO:0005737	cytoplasm
ENDOU	GO:0005737	cytoplasm
ENDOU	GO:0005886	plasma membrane
ENDOU	GO:0006508	proteolysis
ENDOU	GO:0006898	receptor-mediated endocytosis
ENDOU	GO:0006955	immune response
ENDOU	GO:0007565	female pregnancy
ENDOU	GO:0008083	growth factor activity
ENDOU	GO:0008236	serine-type peptidase activity
ENDOU	GO:0010469	regulation of signaling receptor activity
ENDOU	GO:0030145	manganese ion binding
ENDOU	GO:0030247	polysaccharide binding
ENDOU	GO:0090502	rna phosphodiester bond hydrolysis, endonucleolytic
ENDOU	GO:0008236	serine-type peptidase activity
MAL	GO:0001766	membrane raft polarization
MAL	GO:0002175	protein localization to paranode region of axon
MAL	GO:0005515	protein binding
MAL	GO:0005515	protein binding
MAL	GO:0005515	protein binding
MAL	GO:0005515	protein binding
MAL	GO:0005515	protein binding
MAL	GO:0005515	protein binding
MAL	GO:0005515	protein binding
MAL	GO:0005515	protein binding
MAL	GO:0005515	protein binding
MAL	GO:0005783	endoplasmic reticulum
MAL	GO:0006915	apoptotic process
MAL	GO:0007417	central nervous system development
MAL	GO:0008289	lipid binding
MAL	GO:0016021	integral component of membrane
MAL	GO:0016324	apical plasma membrane
MAL	GO:0016505	peptidase activator activity involved in apoptotic process
MAL	GO:0019898	extrinsic component of membrane
MAL	GO:0019911	structural constituent of myelin sheath
MAL	GO:0019911	structural constituent of myelin sheath
MAL	GO:0030154	cell differentiation
MAL	GO:0042552	myelination
MAL	GO:0042552	myelination
MAL	GO:0042552	myelination
MAL	GO:0044853	plasma membrane raft
MAL	GO:0045121	membrane raft
MAL	GO:0045121	membrane raft
MAL	GO:0045176	apical protein localization
MAL	GO:0098737	protein insertion into plasma membrane
MAL	GO:0120003	hinge region between urothelial plaques of apical plasma membrane
MAL	GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors
FUT3	GO:0000139	golgi membrane
FUT3	GO:0006486	protein glycosylation
FUT3	GO:0006672	ceramide metabolic process
FUT3	GO:0006672	ceramide metabolic process
FUT3	GO:0008417	fucosyltransferase activity
FUT3	GO:0008417	fucosyltransferase activity
FUT3	GO:0009312	oligosaccharide biosynthetic process
FUT3	GO:0009988	cell-cell recognition
FUT3	GO:0016020	membrane
FUT3	GO:0016021	integral component of membrane
FUT3	GO:0017060	3-galactosyl-n-acetylglucosaminide 4-alpha-l-fucosyltransferase activity
FUT3	GO:0032580	golgi cisterna membrane
FUT3	GO:0036065	fucosylation
FUT3	GO:0043413	macromolecule glycosylation
FUT3	GO:0043413	macromolecule glycosylation
FUT3	GO:0046920	alpha-(1->3)-fucosyltransferase activity
FUT3	GO:0046920	alpha-(1->3)-fucosyltransferase activity
FUT3	GO:0070062	extracellular exosome
PTN	GO:0001889	liver development
PTN	GO:0004864	protein phosphatase inhibitor activity
PTN	GO:0005576	extracellular region
PTN	GO:0005604	basement membrane
PTN	GO:0005615	extracellular space
PTN	GO:0005783	endoplasmic reticulum
PTN	GO:0007185	transmembrane receptor protein tyrosine phosphatase signaling pathway
PTN	GO:0007399	nervous system development
PTN	GO:0007507	heart development
PTN	GO:0007612	learning
PTN	GO:0007612	learning
PTN	GO:0008083	growth factor activity
PTN	GO:0008083	growth factor activity
PTN	GO:0008201	heparin binding
PTN	GO:0008284	positive regulation of cell proliferation
PTN	GO:0008360	regulation of cell shape
PTN	GO:0009986	cell surface
PTN	GO:0010469	regulation of signaling receptor activity
PTN	GO:0010811	positive regulation of cell-substrate adhesion
PTN	GO:0010976	positive regulation of neuron projection development
PTN	GO:0014823	response to activity
PTN	GO:0016020	membrane
PTN	GO:0016525	negative regulation of angiogenesis
PTN	GO:0019901	protein kinase binding
PTN	GO:0021510	spinal cord development
PTN	GO:0021549	cerebellum development
PTN	GO:0021794	thalamus development
PTN	GO:0030282	bone mineralization
PTN	GO:0030324	lung development
PTN	GO:0030336	negative regulation of cell migration
PTN	GO:0031594	neuromuscular junction
PTN	GO:0032355	response to estradiol
PTN	GO:0032515	negative regulation of phosphoprotein phosphatase activity
PTN	GO:0032570	response to progesterone
PTN	GO:0032991	protein-containing complex
PTN	GO:0034644	cellular response to uv
PTN	GO:0035373	chondroitin sulfate proteoglycan binding
PTN	GO:0035374	chondroitin sulfate binding
PTN	GO:0036120	cellular response to platelet-derived growth factor stimulus
PTN	GO:0038085	vascular endothelial growth factor binding
PTN	GO:0043065	positive regulation of apoptotic process
PTN	GO:0044849	estrous cycle
PTN	GO:0045446	endothelial cell differentiation
PTN	GO:0045837	negative regulation of membrane potential
PTN	GO:0048471	perinuclear region of cytoplasm
PTN	GO:0050680	negative regulation of epithelial cell proliferation
PTN	GO:0051781	positive regulation of cell division
PTN	GO:0060221	retinal rod cell differentiation
PTN	GO:0060253	negative regulation of glial cell proliferation
PTN	GO:0060291	long-term synaptic potentiation
PTN	GO:0071305	cellular response to vitamin d
PTN	GO:0071456	cellular response to hypoxia
PTN	GO:0072201	negative regulation of mesenchymal cell proliferation
PTN	GO:0098793	presynapse
PTN	GO:0098794	postsynapse
PTN	GO:1904373	response to kainic acid
PTN	GO:1904389	rod bipolar cell differentiation
PTN	GO:1904391	response to ciliary neurotrophic factor
PTN	GO:1904395	positive regulation of skeletal muscle acetylcholine-gated channel clustering
PTN	GO:1904397	negative regulation of neuromuscular junction development
PTN	GO:1904399	heparan sulfate binding
PTN	GO:1990089	response to nerve growth factor
PTN	GO:2000347	positive regulation of hepatocyte proliferation
GSTM3	GO:0004364	glutathione transferase activity
GSTM3	GO:0004364	glutathione transferase activity
GSTM3	GO:0004364	glutathione transferase activity
GSTM3	GO:0004364	glutathione transferase activity
GSTM3	GO:0005515	protein binding
GSTM3	GO:0005515	protein binding
GSTM3	GO:0005634	nucleus
GSTM3	GO:0005737	cytoplasm
GSTM3	GO:0005829	cytosol
GSTM3	GO:0005829	cytosol
GSTM3	GO:0006749	glutathione metabolic process
GSTM3	GO:0006749	glutathione metabolic process
GSTM3	GO:0008065	establishment of blood-nerve barrier
GSTM3	GO:0018916	nitrobenzene metabolic process
GSTM3	GO:0019899	enzyme binding
GSTM3	GO:0035686	sperm fibrous sheath
GSTM3	GO:0042178	xenobiotic catabolic process
GSTM3	GO:0042802	identical protein binding
GSTM3	GO:0042802	identical protein binding
GSTM3	GO:0042802	identical protein binding
GSTM3	GO:0042803	protein homodimerization activity
GSTM3	GO:0042803	protein homodimerization activity
GSTM3	GO:0043295	glutathione binding
GSTM3	GO:0043627	response to estrogen
GSTM3	GO:0045171	intercellular bridge
GSTM3	GO:0070062	extracellular exosome
GSTM3	GO:0070458	cellular detoxification of nitrogen compound
GSTM3	GO:1901687	glutathione derivative biosynthetic process
ATP6V1B2	GO:0001726	ruffle
ATP6V1B2	GO:0005515	protein binding
ATP6V1B2	GO:0005524	atp binding
ATP6V1B2	GO:0005765	lysosomal membrane
ATP6V1B2	GO:0005829	cytosol
ATP6V1B2	GO:0005829	cytosol
ATP6V1B2	GO:0005829	cytosol
ATP6V1B2	GO:0005829	cytosol
ATP6V1B2	GO:0005829	cytosol
ATP6V1B2	GO:0005886	plasma membrane
ATP6V1B2	GO:0005902	microvillus
ATP6V1B2	GO:0008286	insulin receptor signaling pathway
ATP6V1B2	GO:0012505	endomembrane system
ATP6V1B2	GO:0015078	proton transmembrane transporter activity
ATP6V1B2	GO:0015991	atp hydrolysis coupled proton transport
ATP6V1B2	GO:0016021	integral component of membrane
ATP6V1B2	GO:0016241	regulation of macroautophagy
ATP6V1B2	GO:0033180	proton-transporting v-type atpase, v1 domain
ATP6V1B2	GO:0033572	transferrin transport
ATP6V1B2	GO:0034220	ion transmembrane transport
ATP6V1B2	GO:0042470	melanosome
ATP6V1B2	GO:0043231	intracellular membrane-bounded organelle
ATP6V1B2	GO:0046034	atp metabolic process
ATP6V1B2	GO:0046961	proton-transporting atpase activity, rotational mechanism
ATP6V1B2	GO:0070062	extracellular exosome
ATP6V1B2	GO:0070062	extracellular exosome
ATP6V1B2	GO:0070062	extracellular exosome
ATP6V1B2	GO:1902600	proton transmembrane transport
ATP6V1C1	GO:0000221	vacuolar proton-transporting v-type atpase, v1 domain
ATP6V1C1	GO:0005215	transporter activity
ATP6V1C1	GO:0005515	protein binding
ATP6V1C1	GO:0005765	lysosomal membrane
ATP6V1C1	GO:0005829	cytosol
ATP6V1C1	GO:0005829	cytosol
ATP6V1C1	GO:0005829	cytosol
ATP6V1C1	GO:0005829	cytosol
ATP6V1C1	GO:0005886	plasma membrane
ATP6V1C1	GO:0008286	insulin receptor signaling pathway
ATP6V1C1	GO:0008553	proton-exporting atpase activity, phosphorylative mechanism
ATP6V1C1	GO:0015991	atp hydrolysis coupled proton transport
ATP6V1C1	GO:0016241	regulation of macroautophagy
ATP6V1C1	GO:0016469	proton-transporting two-sector atpase complex
ATP6V1C1	GO:0031410	cytoplasmic vesicle
ATP6V1C1	GO:0033572	transferrin transport
ATP6V1C1	GO:0034220	ion transmembrane transport
ATP6V1C1	GO:0045177	apical part of cell
ATP6V1C1	GO:0046961	proton-transporting atpase activity, rotational mechanism
ATP6V1C1	GO:0070062	extracellular exosome
ATP6V1C1	GO:1902600	proton transmembrane transport
CSRP1	GO:0003723	rna binding
CSRP1	GO:0005634	nucleus
CSRP1	GO:0005925	focal adhesion
CSRP1	GO:0008270	zinc ion binding
CSRP1	GO:0070062	extracellular exosome
CSRP1	GO:0070527	platelet aggregation
FLNA	GO:0001664	g-protein coupled receptor binding
FLNA	GO:0001664	g-protein coupled receptor binding
FLNA	GO:0002576	platelet degranulation
FLNA	GO:0003723	rna binding
FLNA	GO:0003723	rna binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005515	protein binding
FLNA	GO:0005576	extracellular region
FLNA	GO:0005634	nucleus
FLNA	GO:0005730	nucleolus
FLNA	GO:0005737	cytoplasm
FLNA	GO:0005737	cytoplasm
FLNA	GO:0005737	cytoplasm
FLNA	GO:0005829	cytosol
FLNA	GO:0005829	cytosol
FLNA	GO:0005829	cytosol
FLNA	GO:0005829	cytosol
FLNA	GO:0005829	cytosol
FLNA	GO:0005829	cytosol
FLNA	GO:0005829	cytosol
FLNA	GO:0005886	plasma membrane
FLNA	GO:0005886	plasma membrane
FLNA	GO:0005911	cell-cell junction
FLNA	GO:0005925	focal adhesion
FLNA	GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway
FLNA	GO:0008134	transcription factor binding
FLNA	GO:0015459	potassium channel regulator activity
FLNA	GO:0015629	actin cytoskeleton
FLNA	GO:0015629	actin cytoskeleton
FLNA	GO:0016020	membrane
FLNA	GO:0016479	negative regulation of transcription by rna polymerase i
FLNA	GO:0017048	rho gtpase binding
FLNA	GO:0017160	ral gtpase binding
FLNA	GO:0019900	kinase binding
FLNA	GO:0021943	formation of radial glial scaffolds
FLNA	GO:0021987	cerebral cortex development
FLNA	GO:0030018	z disc
FLNA	GO:0030168	platelet activation
FLNA	GO:0030334	regulation of cell migration
FLNA	GO:0030863	cortical cytoskeleton
FLNA	GO:0031267	small gtpase binding
FLNA	GO:0031523	myb complex
FLNA	GO:0031532	actin cytoskeleton reorganization
FLNA	GO:0031852	mu-type opioid receptor binding
FLNA	GO:0032233	positive regulation of actin filament bundle assembly
FLNA	GO:0034329	cell junction assembly
FLNA	GO:0034394	protein localization to cell surface
FLNA	GO:0034988	fc-gamma receptor i complex binding
FLNA	GO:0042177	negative regulation of protein catabolic process
FLNA	GO:0042307	positive regulation of protein import into nucleus
FLNA	GO:0042789	mrna transcription by rna polymerase ii
FLNA	GO:0042803	protein homodimerization activity
FLNA	GO:0043025	neuronal cell body
FLNA	GO:0043066	negative regulation of apoptotic process
FLNA	GO:0043113	receptor clustering
FLNA	GO:0043123	positive regulation of i-kappab kinase/nf-kappab signaling
FLNA	GO:0043198	dendritic shaft
FLNA	GO:0043433	negative regulation of dna-binding transcription factor activity
FLNA	GO:0044319	wound healing, spreading of cells
FLNA	GO:0044325	ion channel binding
FLNA	GO:0045184	establishment of protein localization
FLNA	GO:0045296	cadherin binding
FLNA	GO:0046332	smad binding
FLNA	GO:0048365	rac gtpase binding
FLNA	GO:0048471	perinuclear region of cytoplasm
FLNA	GO:0050821	protein stabilization
FLNA	GO:0051015	actin filament binding
FLNA	GO:0051015	actin filament binding
FLNA	GO:0051015	actin filament binding
FLNA	GO:0051015	actin filament binding
FLNA	GO:0051020	gtpase binding
FLNA	GO:0051220	cytoplasmic sequestering of protein
FLNA	GO:0051607	defense response to virus
FLNA	GO:0051764	actin crosslink formation
FLNA	GO:0060271	cilium assembly
FLNA	GO:0070062	extracellular exosome
FLNA	GO:0070062	extracellular exosome
FLNA	GO:0070062	extracellular exosome
FLNA	GO:0070062	extracellular exosome
FLNA	GO:0070062	extracellular exosome
FLNA	GO:0070527	platelet aggregation
FLNA	GO:0071526	semaphorin-plexin signaling pathway
FLNA	GO:0072659	protein localization to plasma membrane
FLNA	GO:0090307	mitotic spindle assembly
FLNA	GO:0097368	establishment of sertoli cell barrier
FLNA	GO:0097440	apical dendrite
FLNA	GO:0098794	postsynapse
FLNA	GO:0098978	glutamatergic synapse
FLNA	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading
FLNA	GO:1901381	positive regulation of potassium ion transmembrane transport
FLNA	GO:1902396	protein localization to bicellular tight junction
FLNA	GO:1905000	regulation of membrane repolarization during atrial cardiac muscle cell action potential
FLNA	GO:1905031	regulation of membrane repolarization during cardiac muscle cell action potential
FLNA	GO:2000179	positive regulation of neural precursor cell proliferation
FLNA	GO:2001046	positive regulation of integrin-mediated signaling pathway
FLNA	GO:2001224	positive regulation of neuron migration
FLNA	GO:0031941	filamentous actin
NF1	GO:0000165	mapk cascade
NF1	GO:0000165	mapk cascade
NF1	GO:0001649	osteoblast differentiation
NF1	GO:0001656	metanephros development
NF1	GO:0001666	response to hypoxia
NF1	GO:0001889	liver development
NF1	GO:0001937	negative regulation of endothelial cell proliferation
NF1	GO:0001937	negative regulation of endothelial cell proliferation
NF1	GO:0001938	positive regulation of endothelial cell proliferation
NF1	GO:0001952	regulation of cell-matrix adhesion
NF1	GO:0001953	negative regulation of cell-matrix adhesion
NF1	GO:0005096	gtpase activator activity
NF1	GO:0005096	gtpase activator activity
NF1	GO:0005096	gtpase activator activity
NF1	GO:0005515	protein binding
NF1	GO:0005515	protein binding
NF1	GO:0005515	protein binding
NF1	GO:0005634	nucleus
NF1	GO:0005730	nucleolus
NF1	GO:0005737	cytoplasm
NF1	GO:0005829	cytosol
NF1	GO:0005829	cytosol
NF1	GO:0005829	cytosol
NF1	GO:0005829	cytosol
NF1	GO:0005829	cytosol
NF1	GO:0005829	cytosol
NF1	GO:0005829	cytosol
NF1	GO:0006469	negative regulation of protein kinase activity
NF1	GO:0007154	cell communication
NF1	GO:0007265	ras protein signal transduction
NF1	GO:0007406	negative regulation of neuroblast proliferation
NF1	GO:0007420	brain development
NF1	GO:0007422	peripheral nervous system development
NF1	GO:0007507	heart development
NF1	GO:0007519	skeletal muscle tissue development
NF1	GO:0008429	phosphatidylethanolamine binding
NF1	GO:0008542	visual learning
NF1	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors
NF1	GO:0010468	regulation of gene expression
NF1	GO:0014044	schwann cell development
NF1	GO:0014065	phosphatidylinositol 3-kinase signaling
NF1	GO:0016020	membrane
NF1	GO:0016525	negative regulation of angiogenesis
NF1	GO:0021510	spinal cord development
NF1	GO:0021764	amygdala development
NF1	GO:0021897	forebrain astrocyte development
NF1	GO:0021915	neural tube development
NF1	GO:0021987	cerebral cortex development
NF1	GO:0022011	myelination in peripheral nervous system
NF1	GO:0030036	actin cytoskeleton organization
NF1	GO:0030198	extracellular matrix organization
NF1	GO:0030199	collagen fibril organization
NF1	GO:0030325	adrenal gland development
NF1	GO:0030336	negative regulation of cell migration
NF1	GO:0030424	axon
NF1	GO:0030425	dendrite
NF1	GO:0031210	phosphatidylcholine binding
NF1	GO:0032228	regulation of synaptic transmission, gabaergic
NF1	GO:0034605	cellular response to heat
NF1	GO:0035021	negative regulation of rac protein signal transduction
NF1	GO:0042060	wound healing
NF1	GO:0042308	negative regulation of protein import into nucleus
NF1	GO:0043065	positive regulation of apoptotic process
NF1	GO:0043087	regulation of gtpase activity
NF1	GO:0043407	negative regulation of map kinase activity
NF1	GO:0043409	negative regulation of mapk cascade
NF1	GO:0043409	negative regulation of mapk cascade
NF1	GO:0043473	pigmentation
NF1	GO:0043525	positive regulation of neuron apoptotic process
NF1	GO:0043535	regulation of blood vessel endothelial cell migration
NF1	GO:0043547	positive regulation of gtpase activity
NF1	GO:0043547	positive regulation of gtpase activity
NF1	GO:0043547	positive regulation of gtpase activity
NF1	GO:0045124	regulation of bone resorption
NF1	GO:0045671	negative regulation of osteoclast differentiation
NF1	GO:0045685	regulation of glial cell differentiation
NF1	GO:0045762	positive regulation of adenylate cyclase activity
NF1	GO:0045765	regulation of angiogenesis
NF1	GO:0046929	negative regulation of neurotransmitter secretion
NF1	GO:0048147	negative regulation of fibroblast proliferation
NF1	GO:0048169	regulation of long-term neuronal synaptic plasticity
NF1	GO:0048485	sympathetic nervous system development
NF1	GO:0048593	camera-type eye morphogenesis
NF1	GO:0048712	negative regulation of astrocyte differentiation
NF1	GO:0048715	negative regulation of oligodendrocyte differentiation
NF1	GO:0048745	smooth muscle tissue development
NF1	GO:0048820	hair follicle maturation
NF1	GO:0048844	artery morphogenesis
NF1	GO:0048853	forebrain morphogenesis
NF1	GO:0050890	cognition
NF1	GO:0061534	gamma-aminobutyric acid secretion, neurotransmission
NF1	GO:0061535	glutamate secretion, neurotransmission
NF1	GO:0098597	observational learning
NF1	GO:0098793	presynapse
NF1	GO:1900271	regulation of long-term synaptic potentiation
NF1	GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors
NF1	GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand
MAOA	GO:0005739	mitochondrion
MAOA	GO:0005739	mitochondrion
MAOA	GO:0005741	mitochondrial outer membrane
MAOA	GO:0005741	mitochondrial outer membrane
MAOA	GO:0005741	mitochondrial outer membrane
MAOA	GO:0005741	mitochondrial outer membrane
MAOA	GO:0005741	mitochondrial outer membrane
MAOA	GO:0005741	mitochondrial outer membrane
MAOA	GO:0006576	cellular biogenic amine metabolic process
MAOA	GO:0008131	primary amine oxidase activity
MAOA	GO:0008131	primary amine oxidase activity
MAOA	GO:0008131	primary amine oxidase activity
MAOA	GO:0008131	primary amine oxidase activity
MAOA	GO:0016021	integral component of membrane
MAOA	GO:0019221	cytokine-mediated signaling pathway
MAOA	GO:0042133	neurotransmitter metabolic process
MAOA	GO:0042135	neurotransmitter catabolic process
MAOA	GO:0042420	dopamine catabolic process
MAOA	GO:0055114	oxidation-reduction process
ACO1	GO:0003723	rna binding
ACO1	GO:0003723	rna binding
ACO1	GO:0003994	aconitate hydratase activity
ACO1	GO:0003994	aconitate hydratase activity
ACO1	GO:0003994	aconitate hydratase activity
ACO1	GO:0003994	aconitate hydratase activity
ACO1	GO:0003994	aconitate hydratase activity
ACO1	GO:0005515	protein binding
ACO1	GO:0005515	protein binding
ACO1	GO:0005515	protein binding
ACO1	GO:0005515	protein binding
ACO1	GO:0005737	cytoplasm
ACO1	GO:0005737	cytoplasm
ACO1	GO:0005739	mitochondrion
ACO1	GO:0005739	mitochondrion
ACO1	GO:0005783	endoplasmic reticulum
ACO1	GO:0005794	golgi apparatus
ACO1	GO:0005829	cytosol
ACO1	GO:0005829	cytosol
ACO1	GO:0005829	cytosol
ACO1	GO:0005829	cytosol
ACO1	GO:0005829	cytosol
ACO1	GO:0005829	cytosol
ACO1	GO:0006099	tricarboxylic acid cycle
ACO1	GO:0006101	citrate metabolic process
ACO1	GO:0006101	citrate metabolic process
ACO1	GO:0006101	citrate metabolic process
ACO1	GO:0006101	citrate metabolic process
ACO1	GO:0006417	regulation of translation
ACO1	GO:0006879	cellular iron ion homeostasis
ACO1	GO:0009791	post-embryonic development
ACO1	GO:0010040	response to iron(ii) ion
ACO1	GO:0030350	iron-responsive element binding
ACO1	GO:0030350	iron-responsive element binding
ACO1	GO:0030350	iron-responsive element binding
ACO1	GO:0046872	metal ion binding
ACO1	GO:0050892	intestinal absorption
ACO1	GO:0051538	3 iron, 4 sulfur cluster binding
ACO1	GO:0051538	3 iron, 4 sulfur cluster binding
ACO1	GO:0051539	4 iron, 4 sulfur cluster binding
ACO1	GO:0051539	4 iron, 4 sulfur cluster binding
ACO1	GO:0051539	4 iron, 4 sulfur cluster binding
ACO1	GO:0070062	extracellular exosome
ACO1	GO:0070062	extracellular exosome
ABCB4	GO:0005515	protein binding
ABCB4	GO:0005524	atp binding
ABCB4	GO:0005548	phospholipid transporter activity
ABCB4	GO:0005654	nucleoplasm
ABCB4	GO:0005737	cytoplasm
ABCB4	GO:0005829	cytosol
ABCB4	GO:0005886	plasma membrane
ABCB4	GO:0005886	plasma membrane
ABCB4	GO:0005886	plasma membrane
ABCB4	GO:0005886	plasma membrane
ABCB4	GO:0005886	plasma membrane
ABCB4	GO:0005887	integral component of plasma membrane
ABCB4	GO:0005925	focal adhesion
ABCB4	GO:0006629	lipid metabolic process
ABCB4	GO:0008525	phosphatidylcholine transporter activity
ABCB4	GO:0008525	phosphatidylcholine transporter activity
ABCB4	GO:0015629	actin cytoskeleton
ABCB4	GO:0016020	membrane
ABCB4	GO:0016324	apical plasma membrane
ABCB4	GO:0016324	apical plasma membrane
ABCB4	GO:0019216	regulation of lipid metabolic process
ABCB4	GO:0030136	clathrin-coated vesicle
ABCB4	GO:0032376	positive regulation of cholesterol transport
ABCB4	GO:0032376	positive regulation of cholesterol transport
ABCB4	GO:0032782	bile acid secretion
ABCB4	GO:0042493	response to drug
ABCB4	GO:0042626	atpase activity, coupled to transmembrane movement of substances
ABCB4	GO:0042626	atpase activity, coupled to transmembrane movement of substances
ABCB4	GO:0045121	membrane raft
ABCB4	GO:0045332	phospholipid translocation
ABCB4	GO:0045332	phospholipid translocation
ABCB4	GO:0046581	intercellular canaliculus
ABCB4	GO:0055085	transmembrane transport
ABCB4	GO:0055088	lipid homeostasis
ABCB4	GO:0061092	positive regulation of phospholipid translocation
ABCB4	GO:0070062	extracellular exosome
ABCB4	GO:0090554	phosphatidylcholine-translocating atpase activity
ABCB4	GO:0090554	phosphatidylcholine-translocating atpase activity
ABCB4	GO:0090554	phosphatidylcholine-translocating atpase activity
ABCB4	GO:1901557	response to fenofibrate
ABCB4	GO:1903413	cellular response to bile acid
ABCB4	GO:2001140	positive regulation of phospholipid transport
ABCB4	GO:2001140	positive regulation of phospholipid transport
ABCB4	GO:0099038	ceramide-translocating atpase activity
ABCB4	GO:0099040	ceramide translocation
TACR2	GO:0004995	tachykinin receptor activity
TACR2	GO:0005515	protein binding
TACR2	GO:0005515	protein binding
